鄉鎮市區,交易標的,土地移轉總面積平方公尺,交易年月日,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-隔間,有無管理組織,總價元,車位類別,電梯
32,0,3910.0,1130312,10,29,0,0,1,,,,無,1,8990000,0,0
12,0,1006.0,1130309,10,29,0,0,1,,,,無,1,250000,0,0
4,2,31.76,1100727,14,24,3,7,7,1130207.0,84.92,2.0,有,0,4700000,0,1
7,0,43.96,1130313,10,29,0,0,1,,,,無,1,614121,0,0
4,0,1140.0,1130224,10,29,0,0,1,,,,無,1,3280000,0,0
32,0,2378.92,1130315,10,29,0,0,1,,,,無,1,10300000,0,0
32,0,338.04,1130321,10,29,0,0,1,,,,無,1,7160000,0,0
0,2,78.82,1130318,10,22,4,2,7,840510.0,135.07,4.0,有,1,3800000,0,2
32,0,3393.0,1130305,10,29,0,0,1,,,,無,1,8280000,0,0
4,2,43.63,1130301,31,23,2,2,7,701121.0,118.76,3.0,有,1,3000000,0,2
32,2,100.46,1130302,10,22,4,2,7,811029.0,160.38,5.0,有,1,6500000,0,2
4,0,94.09,1130326,10,29,0,0,1,,,,無,1,569200,0,0
12,0,8.32,1130327,10,29,0,0,1,,,,無,1,108000,0,0
4,2,95.95,1130314,10,22,4,1,2,660410.0,117.76,4.0,有,1,7580000,0,2
12,0,2527.0,1130123,10,29,0,0,1,,,,無,1,4200000,0,0
32,0,1160.62,1130228,10,29,0,0,1,,,,無,1,7300000,0,0
32,0,21.18,1130328,10,29,0,0,1,,,,無,1,435200,0,0
4,2,147.38,1130220,10,12,4,2,2,670714.0,103.54,4.0,有,1,6300000,0,2
12,0,158.74,1130226,10,29,0,0,1,,,,無,1,4000000,0,0
32,2,602.94,1130321,10,22,4,7,5,1080731.0,619.6,,無,1,22840000,0,2
4,0,70.0,1130313,10,29,0,0,1,,,,無,1,12000000,0,0
12,2,39.0,1130313,10,29,4,0,1,,,4.0,有,1,3540000,0,0
0,0,2644.75,1130304,10,29,0,0,1,,,,無,1,3600000,0,0
0,2,80.0,1130205,10,22,4,2,7,810429.0,156.85,4.0,有,1,6660000,0,2
12,2,4.25,1130205,46,4,1,2,7,840622.0,43.55,1.0,有,0,1560000,0,1
17,2,207.28,1130305,10,22,4,1,7,740509.0,232.83,5.0,有,1,2000000,0,2
32,0,2200.0,1130312,10,29,0,0,1,,,,無,1,5000000,0,0
12,2,9.08,1130321,31,25,3,2,7,840501.0,37.79,1.0,有,0,1600000,0,1
4,2,75.0,1130304,10,23,4,1,7,761207.0,180.25,5.0,有,1,2560000,0,2
12,4,1.58,1130205,10,29,0,0,1,,,,無,0,700000,0,0
32,0,442.25,1130321,10,29,0,0,1,,,,無,1,6921440,0,0
32,3,28.16,1130309,13,26,3,2,7,850527.0,136.52,3.0,有,0,5000000,1,1
12,2,12.14,1130102,13,4,1,2,7,840622.0,124.4,3.0,有,0,4560000,0,1
12,2,13.11,1130128,36,4,1,2,7,840622.0,134.05,3.0,有,0,4880000,0,1
7,2,2154.3,1130310,10,1,4,8,8,761224.0,334.77,3.0,有,1,3000000,0,2
4,2,36.95,1130212,14,24,3,7,7,1120223.0,90.63,2.0,有,0,6100000,0,1
4,2,81.72,1130129,10,23,4,2,7,820611.0,198.85,5.0,有,1,6800000,0,2
4,2,65.33,1130320,10,22,4,2,5,711012.0,132.0,4.0,有,1,6750000,0,2
4,2,76.84,1130308,10,12,4,1,2,690416.0,105.02,5.0,有,1,6700000,0,2
32,0,1524.0,1130309,10,29,0,0,1,,,,無,1,4050000,0,0
4,2,80.8,1130316,10,22,4,7,7,1110609.0,180.33,4.0,有,1,14000000,0,2
0,0,4574.5,1130228,10,29,0,0,1,,,,無,1,7776000,0,0
4,2,87.62,1130315,10,22,4,2,7,1101229.0,181.22,4.0,有,1,12000000,0,2
12,2,100.91,1130325,10,22,4,2,7,850108.0,148.29,4.0,有,1,4600000,0,2
32,0,1755.0,1130222,10,29,0,0,1,,,,無,1,5616000,0,0
32,0,1400.0,1130222,10,29,0,0,1,,,,無,1,5016000,0,0
32,0,2142.0,1130309,10,29,0,0,1,,,,無,1,7500000,0,0
0,0,962.0,1121112,10,29,0,0,1,,,,無,1,19210000,0,0
17,0,593.0,1130129,10,29,0,0,1,,,,無,1,7560000,0,0
32,2,109.16,1130119,10,23,4,7,7,1120802.0,160.76,4.0,有,1,13500000,0,2
7,0,2921.0,1130310,10,29,0,0,1,,,,無,1,1520000,0,0
32,2,95.6,1130305,10,23,4,7,7,1120802.0,157.91,4.0,有,1,12500000,0,2
32,2,112.05,1110218,10,23,4,7,7,1120802.0,193.11,4.0,有,1,13000000,0,2
32,2,112.27,1110223,10,23,4,7,7,1120802.0,204.52,4.0,有,1,13500000,0,2
32,2,86.24,1110819,10,23,4,7,7,1120802.0,159.8,4.0,有,1,12450000,0,2
32,2,86.46,1110819,10,23,4,7,7,1120802.0,162.77,4.0,有,1,12650000,0,2
32,2,71.61,1110415,10,22,4,7,7,1120802.0,128.88,3.0,有,1,10580000,0,2
32,2,69.12,1110330,10,22,4,7,7,1120802.0,126.6,3.0,有,1,10280000,0,2
32,2,70.38,1110326,10,22,4,7,7,1120802.0,126.6,3.0,有,1,8900000,0,2
0,0,1430.83,1130401,10,29,0,0,1,,,,無,1,1100000,0,0
32,2,72.0,1111008,10,22,4,7,7,1120802.0,129.44,3.0,有,1,10370000,0,2
32,2,73.61,1111113,10,22,4,7,7,1120802.0,129.44,3.0,有,1,10450000,0,2
32,2,75.23,1111008,10,22,4,7,7,1120802.0,129.44,3.0,有,1,10750000,0,2
32,2,76.85,1110325,10,23,4,7,7,1120802.0,156.01,4.0,有,1,11200000,0,2
32,2,82.39,1110323,10,23,4,7,7,1120802.0,155.06,4.0,有,1,10600000,0,2
32,2,73.24,1110406,10,22,4,7,7,1120802.0,132.59,3.0,有,1,9100000,0,2
32,2,71.16,1110328,10,22,4,7,7,1120802.0,129.44,3.0,有,1,8950000,0,2
32,2,71.17,1110313,10,22,4,7,7,1120802.0,129.44,3.0,有,1,8950000,0,2
4,0,4100.0,1130326,10,29,0,0,1,,,,無,1,9500000,0,0
32,2,71.16,1110220,10,22,4,7,7,1120802.0,129.44,3.0,有,1,8950000,0,2
32,2,71.16,1110219,10,22,4,7,7,1120802.0,129.44,3.0,有,1,8950000,0,2
32,2,71.16,1110218,10,22,4,7,7,1120802.0,129.44,3.0,有,1,8950000,0,2
32,2,71.16,1110927,10,23,4,7,7,1120802.0,156.01,4.0,有,1,10300000,0,2
32,2,79.64,1110223,10,23,4,7,7,1120802.0,162.67,4.0,有,1,10600000,0,2
12,2,12.86,1130102,32,4,1,2,7,840622.0,124.1,3.0,有,0,4500000,0,1
12,2,3.52,1130128,40,4,1,2,7,840622.0,36.14,1.0,有,0,1320000,0,1
12,2,4.25,1130128,40,4,1,2,7,840622.0,43.55,1.0,有,0,1580000,0,1
12,2,13.35,1130128,46,4,1,2,7,840622.0,128.12,3.0,有,0,4600000,0,1
12,2,4.37,1130102,33,4,1,2,7,840622.0,43.55,1.0,有,0,1600000,0,1
12,2,4.25,1130128,35,4,1,2,7,840622.0,42.73,1.0,有,0,1540000,0,1
12,2,8.62,1130116,32,4,1,2,7,840622.0,80.2,2.0,有,0,2880000,0,1
12,4,1.58,1130205,10,29,0,0,1,,,,無,1,700000,0,0
4,0,118.5,1130327,10,29,0,0,1,,,,無,1,2000000,0,0
4,2,3119.0,1130128,10,1,4,7,7,1040608.0,70.86,,無,1,12000000,0,2
32,2,177.95,1130119,10,22,4,7,7,1120203.0,208.02,4.0,有,1,19300000,0,2
32,2,277.23,1130217,10,1,4,2,7,1080213.0,123.81,4.0,有,1,12500000,0,2
17,0,1468.0,1130228,10,29,0,0,1,,,,無,1,1700000,0,0
0,0,1982.5,1130328,10,29,0,0,1,,,,無,1,2478125,0,0
0,0,19462.1,1130328,10,29,0,0,1,,,,無,1,8952566,0,0
32,0,314.34,1130315,10,29,0,0,1,,,,無,1,8000000,0,0
17,0,114.86,1130402,10,29,0,0,1,,,,無,1,1200000,0,0
32,0,146.11,1121110,10,29,0,0,1,,,,無,1,3503283,0,0
32,0,391.65,1121110,10,29,0,0,1,,,,無,1,9477930,0,0
17,0,477.0,1130316,10,29,0,0,1,,,,無,1,280000,0,0
32,0,616.05,1121110,10,29,0,0,1,,,,無,1,14908471,0,0
4,2,90.89,1130314,10,22,4,2,7,1120904.0,169.52,5.0,有,1,11380000,0,2
32,0,15.05,1121110,10,29,0,0,1,,,,無,1,136579,0,0
32,0,108.05,1121110,10,29,0,0,1,,,,無,1,980559,0,0
4,2,66.32,1130316,10,22,4,2,7,1120904.0,155.47,5.0,有,1,9800000,0,2
32,0,124.35,1121110,10,29,0,0,1,,,,無,1,1128493,0,0
32,0,11.49,1121110,10,29,0,0,1,,,,無,1,104272,0,0
32,0,6.34,1121110,10,29,0,0,1,,,,無,1,57536,0,0
32,0,220.73,1121110,10,29,0,0,1,,,,無,1,5341666,0,0
4,0,112.9,1130327,10,29,0,0,1,,,,無,1,1707643,0,0
32,2,72.43,1130305,10,22,4,1,7,751015.0,175.44,4.0,有,1,9200000,0,2
17,0,1342.0,1130408,10,29,0,0,1,,,,無,1,1811700,0,0
32,0,1090.0,1130329,10,29,0,0,1,,,,無,1,3000000,0,0
0,0,2726.12,1130226,10,29,0,0,1,,,,無,1,4021028,0,0
0,0,141.25,1121017,10,29,0,0,1,,,,無,1,640061,0,0
32,2,44.4,1130401,10,29,4,0,1,,,5.0,有,1,4380000,0,0
0,0,1250.0,1130309,10,29,0,0,1,,,,無,1,681250,0,0
0,0,769.0,1130311,10,29,0,0,1,,,,無,1,6300000,0,0
32,2,76.61,1130206,10,22,4,2,7,1120518.0,172.46,4.0,有,1,13800000,0,2
32,0,538.87,1121225,10,29,0,0,1,,,,無,1,18600000,0,0
32,0,1530.03,1130224,10,29,0,0,1,,,,無,1,4896000,0,0
4,0,118.25,1130329,10,29,0,0,1,,,,無,1,5250152,0,0
4,0,57.92,1130329,10,29,0,0,1,,,,無,1,2571854,0,0
4,0,25.37,1130329,10,29,0,0,1,,,,無,1,1126359,0,0
4,0,25.37,1130329,10,29,0,0,1,,,,無,1,1126359,0,0
4,0,25.37,1130329,10,29,0,0,1,,,,無,1,1126359,0,0
4,0,140.22,1130329,10,29,0,0,1,,,,無,1,6225768,0,0
4,0,299.21,1130329,10,29,0,0,1,,,,無,1,13284924,0,0
4,0,8.44,1130329,10,29,0,0,1,,,,無,1,374736,0,0
4,0,3.83,1130329,10,29,0,0,1,,,,無,1,170052,0,0
4,0,147.18,1130308,10,29,0,0,1,,,,無,1,3116400,0,0
12,0,2632.0,1130318,10,29,0,0,1,,,,無,1,3948000,0,0
12,0,11.85,1130402,10,29,0,0,1,,,,無,1,136200,0,0
4,2,122.44,1100415,10,23,4,7,7,1120616.0,257.57,3.0,有,1,19300000,0,2
12,0,123.38,1130309,10,29,0,0,1,,,,無,1,3958000,0,0
4,2,90.0,1130314,10,22,4,2,7,810131.0,145.94,3.0,有,1,6500000,0,2
4,2,74.93,1130330,10,22,4,1,7,680602.0,132.1,3.0,有,1,5040000,0,2
0,0,78.0,1130324,10,29,0,0,1,,,,無,1,3500000,0,0
4,0,776.29,1121114,10,29,0,0,1,,,,無,1,40000000,0,0
32,2,995.94,1121123,10,1,4,2,4,700110.0,98.75,3.0,有,1,25180000,0,2
4,0,1205.0,1121114,10,29,0,0,1,,,,無,1,2680000,0,0
4,2,53.22,1130225,10,22,4,2,5,711012.0,101.81,4.0,有,1,5000000,0,2
0,0,64.0,1130416,10,29,0,0,1,,,,無,1,1250000,0,0
32,0,3091.0,1121111,10,29,0,0,1,,,,無,1,11740000,0,0
4,2,27.91,1091220,35,28,3,7,7,1121024.0,76.26,2.0,有,0,4300000,0,1
4,3,41.87,1090427,33,28,3,7,7,1121024.0,143.09,3.0,有,0,6650000,5,1
4,3,40.97,1101102,14,28,3,7,7,1121024.0,141.21,3.0,有,0,7200000,5,1
4,3,41.87,1101009,46,28,3,7,7,1121024.0,143.09,3.0,有,0,7450000,5,1
4,3,41.87,1100502,46,28,3,7,7,1121024.0,143.09,3.0,有,0,7150000,1,1
4,3,40.97,1100502,46,28,3,7,7,1121024.0,141.21,3.0,有,0,7000000,1,1
4,2,29.71,1101102,32,28,3,7,7,1121024.0,80.82,2.0,有,0,4760000,0,1
17,0,1178.0,1130329,10,29,0,0,1,,,,無,1,1100000,0,0
12,2,386.72,1130226,10,1,4,7,5,1110328.0,193.94,,無,1,22000000,0,2
4,0,108.02,1130415,10,29,0,0,1,,,,無,1,7188000,0,0
4,2,83.49,1130303,10,23,4,2,7,830812.0,148.23,3.0,有,1,4680000,0,2
4,2,93.11,1130223,10,12,4,2,2,801127.0,116.87,6.0,有,1,7800000,0,2
12,2,4.25,1130128,40,4,1,2,7,840622.0,43.55,1.0,有,0,1580000,0,1
12,2,3.52,1130205,46,4,1,2,7,840622.0,36.14,1.0,有,0,1300000,0,1
12,2,13.35,1130128,20,4,1,2,7,840622.0,128.12,3.0,有,0,4650000,0,1
12,2,13.35,1130102,13,4,1,2,7,840622.0,128.12,3.0,有,0,4650000,0,1
4,2,129.01,1130325,10,23,4,2,7,800319.0,270.27,4.0,有,1,9280000,0,2
12,0,4669.0,1130314,10,29,0,0,1,,,,無,1,3870000,0,0
0,0,97.02,1130401,10,29,0,0,1,,,,無,1,1520000,0,0
0,0,1627.5,1130415,10,29,0,0,1,,,,無,1,3500000,0,0
0,2,102.55,1130317,10,22,4,7,7,1121017.0,160.95,4.0,有,0,10300000,0,2
12,0,498.0,1130324,10,29,0,0,1,,,,無,1,5560000,0,0
32,2,120.62,1130202,10,12,4,1,2,730710.0,151.68,6.0,有,1,7800000,0,2
17,0,322.0,1130408,10,29,0,0,1,,,,無,1,1947800,0,0
32,2,88.15,1130321,10,23,4,7,7,1120518.0,174.93,4.0,有,1,13600000,0,2
4,2,119.83,1130321,10,1,4,2,2,651220.0,97.14,2.0,有,1,551223,0,2
4,0,1413.0,1130422,10,29,0,0,1,,,,無,1,3100000,0,0
12,2,4.25,1130128,36,4,1,2,7,840622.0,43.55,1.0,有,0,1580000,0,1
4,3,40.22,1101018,14,24,3,7,7,1130207.0,125.24,3.0,有,0,6880000,1,1
4,3,39.49,1100924,46,24,3,7,7,1130207.0,123.6,3.0,有,0,6860000,1,1
4,3,31.76,1101211,46,24,3,7,7,1130207.0,101.84,2.0,有,0,5980000,1,1
4,3,31.76,1101129,46,24,3,7,7,1130207.0,100.48,2.0,有,0,5660000,1,1
4,3,40.22,1101006,46,24,3,7,7,1130207.0,125.24,3.0,有,0,6850000,1,1
4,3,36.85,1101103,46,24,3,7,7,1130207.0,115.48,2.0,有,0,6400000,1,1
4,3,36.85,1101103,32,24,3,7,7,1130207.0,115.48,2.0,有,0,6400000,1,1
4,3,39.49,1100819,14,24,3,7,7,1130207.0,123.6,3.0,有,0,6980000,1,1
32,0,66.12,1130328,10,29,0,0,1,,,,無,1,1500000,0,0
32,2,422.28,1130419,10,23,4,7,5,951109.0,896.23,14.0,有,1,49000000,0,2
12,2,126.89,1130223,10,22,4,7,7,1120911.0,172.25,4.0,有,1,11300000,0,2
12,2,101.9,1130125,10,22,4,7,7,1120911.0,203.9,5.0,有,1,12500000,0,2
4,3,19.19,1130315,35,26,3,2,7,821129.0,117.67,3.0,有,0,4920000,3,1
12,2,72.0,1130215,10,22,4,2,6,681012.0,143.58,4.0,有,1,2760000,0,2
0,0,83.87,1121017,10,29,0,0,1,,,,無,1,380036,0,0
32,0,90.24,1130415,10,29,0,0,1,,,,無,1,1801642,0,0
4,0,335.68,1130118,10,29,0,0,1,,,,無,1,18277776,0,0
4,0,25.77,1130118,10,29,0,0,1,,,,無,1,222224,0,0
17,0,108.12,1130418,10,29,0,0,1,,,,無,1,1200000,0,0
17,0,35.35,1130418,10,29,0,0,1,,,,無,1,10000,0,0
10,2,152.92,1120901,10,22,4,7,7,1111021.0,207.85,4.0,有,0,26600000,0,2
10,2,104.8,1100627,10,23,4,2,5,1120313.0,158.45,4.0,有,1,10000000,0,2
21,2,99.56,1121103,10,12,4,1,2,660527.0,143.92,3.0,有,1,7500000,0,2
22,3,20.65,1121026,35,26,3,7,7,1120614.0,85.6,2.0,有,0,3950000,4,1
22,3,25.89,1121018,32,26,3,7,7,1120614.0,106.79,3.0,有,0,4650000,4,1
22,2,18.2,1121018,46,26,3,7,7,1120614.0,75.54,2.0,有,0,3300000,0,1
14,0,3678.0,1121027,10,29,0,0,1,,,,無,1,157988490,0,0
18,0,343.8,1121114,10,29,0,0,1,,,,無,1,250000,0,0
14,0,2552.0,1121027,10,29,0,0,1,,,,無,1,109621160,0,0
22,0,993.0,1121027,10,29,0,0,1,,,,無,1,42654315,0,0
21,2,25.78,1121118,46,26,3,2,7,820804.0,131.04,3.0,有,0,2500000,0,1
21,0,492.0,1120114,10,29,0,0,1,,,,無,1,18901400,0,0
21,0,202.0,1120114,10,29,0,0,1,,,,無,1,7759700,0,0
21,0,275.17,1120114,10,29,0,0,1,,,,無,1,11650400,0,0
21,0,263.5,1120114,10,29,0,0,1,,,,無,1,10121900,0,0
21,0,245.0,1120114,10,29,0,0,1,,,,無,1,9634300,0,0
21,0,123.0,1120114,10,29,0,0,1,,,,無,1,5630000,0,0
21,0,11.67,1120908,10,29,0,0,1,,,,無,1,123200,0,0
21,0,163.34,1120629,10,29,0,0,1,,,,無,1,1803000,0,0
21,0,163.34,1120630,10,29,0,0,1,,,,無,1,1803000,0,0
21,0,104.89,1120629,10,29,0,0,1,,,,無,1,1145370,0,0
10,2,16.02,1090908,31,26,3,7,7,1120724.0,88.08,3.0,有,0,4390000,0,1
10,3,16.02,1090830,31,26,3,7,7,1120724.0,84.66,3.0,有,0,4430000,2,1
10,3,16.02,1090828,31,26,3,7,7,1120724.0,84.74,3.0,有,0,4360000,2,1
10,3,16.02,1090913,31,26,3,7,7,1120724.0,84.94,3.0,有,0,4450000,2,1
10,3,16.02,1090705,14,26,3,7,7,1120724.0,79.74,3.0,有,0,4180000,2,1
10,3,16.02,1090815,46,26,3,7,7,1120724.0,84.66,3.0,有,0,4500000,2,1
10,3,16.02,1090830,32,26,3,7,7,1120724.0,94.22,3.0,有,0,5050000,2,1
10,3,16.02,1090712,32,26,3,7,7,1120724.0,84.66,3.0,有,0,4570000,2,1
10,3,16.02,1090913,35,26,3,7,7,1120724.0,84.72,3.0,有,0,4600000,2,1
10,2,16.02,1090310,35,26,3,7,7,1120724.0,90.49,3.0,有,0,4580000,0,1
22,3,23.32,1110212,32,26,3,7,7,1120922.0,98.6,2.0,有,0,8570000,2,1
10,2,91.11,1121202,10,22,4,2,7,1030618.0,168.27,4.0,有,0,16200000,0,2
10,2,71.8,1121022,10,23,4,7,7,1120828.0,136.43,4.0,有,1,9700000,0,2
10,2,69.18,1121022,10,23,4,7,7,1120828.0,130.91,4.0,有,1,9200000,0,2
10,2,69.19,1121028,10,23,4,7,7,1120828.0,130.91,4.0,有,1,9280000,0,2
10,2,73.04,1121021,10,23,4,7,7,1120828.0,135.65,4.0,有,1,9500000,0,2
22,0,30.88,1121026,10,29,0,0,1,,,,無,1,880000,0,0
22,2,24.7,1121201,14,26,3,7,7,1120111.0,81.44,2.0,有,0,7780000,0,1
10,0,674.09,1120725,10,29,0,0,1,,,,無,1,40782000,0,0
10,0,1049.34,1120725,10,29,0,0,1,,,,無,1,63486000,0,0
10,0,88.2,1120725,10,29,0,0,1,,,,無,1,4935800,0,0
10,0,246.15,1120901,10,29,0,0,1,,,,無,1,13402800,0,0
10,2,102.8,1100626,10,23,4,2,7,1120802.0,155.39,4.0,有,1,9900000,0,2
14,2,182.55,1121119,10,22,4,2,7,840118.0,166.09,5.0,有,1,10180000,0,2
10,3,16.02,1090831,13,26,3,7,7,1120724.0,94.22,3.0,有,0,5320000,2,1
10,3,16.02,1090919,13,26,3,7,7,1120724.0,84.72,3.0,有,0,4650000,2,1
10,3,16.02,1090909,13,26,3,7,7,1120724.0,83.63,3.0,有,0,4700000,2,1
14,2,78.84,1121124,10,23,4,7,7,940615.0,215.62,5.0,有,1,11080000,0,2
10,2,16.02,1090521,35,26,3,7,7,1120724.0,77.56,3.0,有,0,3990000,0,1
21,3,81.0,1121207,10,22,4,2,7,840524.0,167.87,4.0,有,1,7100000,1,2
10,2,34.09,1121208,10,29,4,0,1,,,4.0,有,1,3550000,0,0
10,0,270.0,1121115,10,29,0,0,1,,,,無,1,4800000,0,0
19,0,63.0,1121209,10,29,0,0,1,,,,無,1,1100000,0,0
14,2,228.68,1121212,10,22,4,2,7,930708.0,386.81,8.0,有,1,23000000,0,2
21,0,68.0,1121213,10,29,0,0,1,,,,無,1,1600000,0,0
14,0,81.79,1121016,10,29,0,0,1,,,,無,1,3700000,0,0
22,2,32.88,1121213,46,26,3,7,7,1120111.0,107.51,3.0,有,0,10520000,0,1
14,0,1285.0,1121213,10,29,0,0,1,,,,無,1,23600000,0,0
10,3,16.02,1090509,32,26,3,7,7,1120724.0,84.47,2.0,有,0,4610000,2,1
10,3,16.02,1090703,14,26,3,7,7,1120724.0,80.56,3.0,有,0,4230000,2,1
10,3,16.02,1090718,46,26,3,7,7,1120724.0,102.56,3.0,有,0,5400000,2,1
10,2,16.02,1090922,31,26,3,7,7,1120724.0,90.48,3.0,有,0,4000000,0,1
10,3,16.02,1090916,31,26,3,7,7,1120724.0,93.34,3.0,有,0,5100000,2,1
10,3,16.02,1090630,32,26,3,7,7,1120724.0,98.94,3.0,有,0,5330000,2,1
22,0,1516.13,1121214,10,29,0,0,1,,,,無,1,7500000,0,0
10,3,16.02,1090529,32,26,3,7,7,1120724.0,78.1,2.0,有,0,4280000,2,1
10,3,16.02,1090906,13,26,3,7,7,1120724.0,84.66,3.0,有,0,4760000,2,1
10,2,160.33,1120618,10,22,4,7,7,1111021.0,251.03,5.0,有,0,31580000,0,2
10,2,152.88,1120618,10,22,4,7,7,1111021.0,207.85,4.0,有,0,29800000,0,2
14,3,33.3,1121130,32,25,3,7,7,1120112.0,121.28,3.0,有,0,10260000,5,1
10,3,16.02,1090815,46,26,3,7,7,1120724.0,93.41,3.0,有,0,4900000,2,1
10,3,16.02,1090909,13,26,3,7,7,1120724.0,84.47,3.0,有,0,4800000,2,1
22,2,24.7,1121216,13,26,3,7,7,1120111.0,81.44,2.0,有,0,8220000,0,1
22,3,25.9,1121118,46,26,3,7,7,1120519.0,107.81,2.0,有,0,10300000,1,1
22,2,23.15,1120929,32,26,3,7,7,1120519.0,81.79,2.0,有,0,8150000,0,1
10,0,369.0,1121222,10,29,0,0,1,,,,無,1,14495825,0,0
22,0,4.0,1121212,10,29,0,0,1,,,,無,1,136214,0,0
10,0,3683.93,1121218,10,29,0,0,1,,,,無,1,10100000,0,0
22,0,30.69,1121130,10,29,0,0,1,,,,無,1,2412800,0,0
10,2,26.19,1091114,31,26,3,7,7,1121201.0,77.09,2.0,有,0,4840200,0,1
10,3,29.72,1091226,46,26,3,7,7,1121201.0,93.89,3.0,有,0,6940000,1,1
10,3,29.36,1091110,31,26,3,7,7,1121201.0,93.28,3.0,有,0,6670000,1,1
10,2,26.19,1091110,32,26,3,7,7,1121201.0,77.09,2.0,有,0,5020000,0,1
10,3,29.36,1091114,13,26,3,7,7,1121201.0,93.34,3.0,有,0,7120000,1,1
10,3,29.36,1091114,32,26,3,7,7,1121201.0,93.34,3.0,有,0,6700000,1,1
10,3,29.72,1091114,32,26,3,7,7,1121201.0,93.51,3.0,有,0,6790000,1,1
10,2,29.72,1091114,13,26,3,7,7,1121201.0,86.61,3.0,有,0,6010000,0,1
10,2,69.63,1121224,10,12,4,2,2,721116.0,85.84,3.0,有,1,4550000,0,2
10,3,24.37,1121203,10,27,3,2,7,830923.0,125.57,3.0,有,0,5800000,5,1
21,0,28.0,1121216,10,29,0,0,1,,,,無,1,214200,0,0
10,2,97.92,1120713,10,22,4,2,7,820908.0,193.53,5.0,有,1,12800000,0,2
14,0,170.0,1121015,10,29,0,0,1,,,,無,1,10000000,0,0
22,3,43.53,1121119,13,27,3,2,7,860825.0,136.7,3.0,有,0,7300000,5,1
10,0,1521.0,1121204,10,29,0,0,1,,,,無,1,25000000,0,0
10,3,17.06,1121128,13,6,1,7,7,1120905.0,105.25,2.0,有,0,11080000,5,1
22,2,47.43,1121201,10,7,1,7,7,1080227.0,174.86,1.0,有,0,18500000,0,1
14,0,330.05,1121020,10,29,0,0,1,,,,無,1,12800000,0,0
22,3,32.39,1121218,31,25,3,7,7,1110715.0,104.05,3.0,有,0,9420000,4,1
22,3,32.39,1121208,46,25,3,7,7,1110715.0,115.63,3.0,有,0,10170000,4,1
14,0,143.89,1121117,10,29,0,0,1,,,,無,1,4335000,0,0
14,0,1178.06,1101217,10,29,0,0,1,,,,無,1,48109950,0,0
14,0,636.1,1101217,10,29,0,0,1,,,,無,1,26976700,0,0
14,0,330.17,1101217,10,29,0,0,1,,,,無,1,15082450,0,0
14,0,235.83,1101217,10,29,0,0,1,,,,無,1,9630843,0,0
14,0,312.29,1101217,10,29,0,0,1,,,,無,1,12753142,0,0
14,0,100.0,1101217,10,29,0,0,1,,,,無,1,4083750,0,0
22,2,82.75,1121206,10,23,4,7,7,1030911.0,204.84,7.0,有,1,17650000,0,2
10,0,58.17,1121122,10,29,0,0,1,,,,無,1,1800000,0,0
14,3,43.62,1100320,32,26,3,7,5,1120830.0,128.65,3.0,有,0,7110000,3,1
14,3,43.69,1100623,31,26,3,7,5,1120830.0,128.89,3.0,有,1,7180000,3,1
14,0,1049.0,1121216,10,29,0,0,1,,,,無,1,7900000,0,0
10,2,105.5,1100925,10,23,4,7,7,1120613.0,168.23,4.0,有,0,9300000,0,2
10,2,94.5,1101211,10,23,4,7,7,1120613.0,182.69,6.0,有,0,9250000,0,2
10,2,101.5,1100930,10,23,4,7,7,1120613.0,185.65,4.0,有,0,9800000,0,2
10,2,84.5,1100917,10,23,4,7,7,1120613.0,165.54,4.0,有,0,9080000,0,2
10,2,90.5,1101115,10,23,4,7,7,1120613.0,168.18,6.0,有,0,9000000,0,2
10,2,92.5,1100916,10,23,4,7,7,1120613.0,168.18,6.0,有,0,9000000,0,2
10,2,102.5,1110613,10,23,4,7,7,1120613.0,197.98,4.0,有,0,10400000,0,2
10,2,89.5,1101212,10,23,4,7,7,1120613.0,189.64,4.0,有,0,9900000,0,2
10,3,26.94,1121209,32,27,3,2,7,830923.0,118.04,3.0,有,0,6000000,5,1
10,2,122.37,1121007,10,23,4,2,7,1010416.0,229.61,4.0,有,0,21000000,0,2
10,0,25.0,1121225,10,29,0,0,1,,,,無,1,165000,0,0
21,2,11.89,1121221,35,27,3,2,7,841017.0,75.89,1.0,有,0,4200000,0,1
21,2,285.2,1121204,10,1,4,7,5,1111220.0,162.13,,無,1,22000000,0,2
22,2,17.28,1110126,46,6,1,7,7,1120823.0,90.39,2.0,有,0,7780000,0,1
22,3,17.13,1090906,45,6,1,7,7,1120823.0,104.37,2.0,有,0,6330000,6,1
10,2,34.69,1121214,13,26,3,2,7,830625.0,189.58,5.0,有,0,8900000,0,1
14,2,22.24,1121129,14,25,3,7,7,1120112.0,72.1,2.0,有,0,5700000,0,1
21,0,4004.0,1120825,10,29,0,0,1,,,,無,1,17880000,0,0
22,2,22.12,1121217,14,25,3,7,7,1120106.0,74.0,2.0,有,0,6860000,0,1
22,3,23.32,1110414,46,26,3,7,7,1120922.0,98.6,2.0,有,0,7740000,2,1
22,3,21.51,1110401,14,26,3,7,7,1120922.0,92.08,2.0,有,0,8190000,2,1
21,2,976.0,1121030,10,1,4,8,8,880521.0,360.0,,無,1,5261800,0,2
14,0,7.83,1121015,10,29,0,0,1,,,,無,1,415538,0,0
