鄉鎮市區,交易標的,土地移轉總面積平方公尺,交易年月日,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-隔間,有無管理組織,總價元,車位類別,電梯
9,0,533.32,1130305,10,29,0,0,1,,,,無,1,8905377,0,0
9,0,492.5,1130305,10,29,0,0,1,,,,無,1,8342952,0,0
9,0,517.51,1130305,10,29,0,0,1,,,,無,1,8641383,0,0
9,0,354.47,1130305,10,29,0,0,1,,,,無,1,4602648,0,0
9,0,283.12,1130305,10,29,0,0,1,,,,無,1,3643568,0,0
9,0,439.87,1130305,10,29,0,0,1,,,,無,1,6386956,0,0
9,0,583.82,1130305,10,29,0,0,1,,,,無,1,7518536,0,0
24,2,25.3,1130318,31,24,3,7,7,1050628.0,87.78,2.0,有,1,7900000,0,1
9,0,262.0,1130305,10,29,0,0,1,,,,無,1,3407965,0,0
24,3,26.07,1130306,35,25,3,2,7,800425.0,134.39,3.0,有,0,8350000,5,1
9,0,564.15,1130305,10,29,0,0,1,,,,無,1,7423550,0,0
9,3,30.4,1130313,13,2,3,2,7,830428.0,140.01,2.0,有,0,8500000,6,1
24,2,13.03,1130311,31,28,3,2,7,821227.0,95.44,3.0,有,0,6000000,0,1
9,2,43.46,1130207,10,24,2,7,7,720803.0,94.2,3.0,有,1,3500000,0,2
9,0,5.94,1121228,10,29,0,0,1,,,,無,1,126201,0,0
9,0,17.0,1121228,10,29,0,0,1,,,,無,1,360910,0,0
9,0,12.11,1121228,10,29,0,0,1,,,,無,1,257118,0,0
9,0,0.78,1121228,10,29,0,0,1,,,,無,1,16512,0,0
24,3,12.93,1130220,13,6,1,7,5,1120329.0,90.72,2.0,有,0,9700000,5,1
24,2,2.99,1130303,35,6,1,2,7,970229.0,33.77,1.0,有,0,2950000,0,1
24,2,15.13,1130322,40,8,1,2,7,851004.0,125.48,3.0,有,0,9000000,0,1
24,2,64.05,1130226,10,12,4,2,2,671215.0,78.8,4.0,有,1,17600000,0,2
9,2,40.5,1130313,10,23,2,2,7,670509.0,75.67,3.0,有,1,4000000,0,2
24,2,66.4,1130225,10,23,4,7,7,950331.0,175.95,5.0,有,0,19380000,0,2
24,2,9.59,1130322,46,6,1,2,7,990507.0,91.31,2.0,有,0,9000000,0,1
24,3,23.06,1111029,31,2,3,7,7,1121013.0,157.79,3.0,有,0,16800000,5,1
24,3,25.13,1121127,14,2,3,7,7,1121013.0,167.03,3.0,有,0,18050000,5,1
24,3,23.68,1111030,45,2,3,7,7,1121013.0,160.05,3.0,有,0,17230000,5,1
24,2,70.0,1130313,10,12,4,2,2,620407.0,77.51,3.0,有,1,7350000,0,2
9,3,25.27,1121205,46,7,1,7,5,1070619.0,144.34,3.0,有,0,9800000,5,1
24,2,150.26,1130204,10,1,4,4,5,860902.0,73.71,0.0,有,1,22800000,0,2
9,0,8.4,1130314,10,29,0,0,1,,,,無,1,800000,0,0
9,2,44.91,1130301,10,24,2,7,7,711204.0,93.36,3.0,有,1,3550000,0,2
24,2,50.4,1121029,10,12,4,2,2,570612.0,70.06,2.0,有,1,9600000,0,2
9,0,472.07,1130305,10,29,0,0,1,,,,無,1,6134933,0,0
9,0,28.5,1130307,10,29,0,0,1,,,,無,1,1475730,0,0
9,0,354.47,1130305,10,29,0,0,1,,,,無,1,4602646,0,0
9,0,451.84,1130305,10,29,0,0,1,,,,無,1,6560760,0,0
24,1,,1130315,10,1,4,2,5,850724.0,35.95,,無,1,300000,0,2
9,2,31.0,1130311,10,29,4,0,1,,,5.0,有,1,4550940,0,0
24,4,0.43,1130319,10,29,0,0,1,,,,無,0,1000000,0,0
24,2,36.0,1130308,10,29,4,0,1,,,4.0,有,1,1800000,0,0
24,2,10.32,1130217,10,13,1,4,7,841106.0,98.17,,無,0,10900000,0,1
24,2,142.53,1121229,10,23,4,7,5,1111107.0,305.23,3.0,有,1,39800000,0,2
24,2,142.52,1130224,10,23,4,7,5,1111107.0,304.65,3.0,有,1,40800000,0,2
24,2,14.98,1130208,40,7,1,2,7,830825.0,138.69,3.0,有,0,9500000,0,1
24,2,0.39,1130227,13,26,3,2,7,870413.0,126.42,4.0,有,0,6280000,0,1
24,2,27.27,1130317,10,28,3,1,7,840810.0,132.32,3.0,有,0,11200000,0,1
9,2,45.61,1130315,10,24,2,7,7,711204.0,93.36,3.0,有,1,1800000,0,2
24,0,34.0,1130325,10,29,0,0,1,,,,無,1,1360000,0,0
24,2,81.0,1130226,10,23,4,7,5,940727.0,233.64,4.0,有,1,23600000,0,2
24,2,21.05,1130226,32,24,2,2,7,721212.0,88.28,3.0,有,1,3400000,0,2
24,3,9.12,1130220,32,6,1,2,7,830401.0,122.68,3.0,有,0,9200000,6,1
9,0,120.0,1130128,10,29,0,0,1,,,,無,1,4100000,0,0
9,0,27.0,1130128,10,29,0,0,1,,,,無,1,100000,0,0
24,2,165.0,1130127,10,24,4,7,5,1110414.0,450.4,4.0,有,1,54000000,0,2
9,2,8.54,1130215,35,25,3,2,7,790827.0,40.96,1.0,有,1,2030000,0,1
24,2,146.39,1130227,10,23,4,7,5,1111107.0,306.97,3.0,有,1,39800000,0,2
24,2,4.48,1130216,31,26,3,2,7,780425.0,23.51,1.0,有,0,1300000,0,1
24,2,23.61,1130302,31,25,3,2,7,820526.0,116.18,2.0,有,0,6000000,0,1
24,3,35.93,1100507,13,27,3,7,7,1121121.0,154.81,3.0,有,0,13090000,1,1
9,2,33.7,1130307,10,24,2,7,7,720422.0,93.25,3.0,有,1,4900000,0,2
9,2,90.0,1130128,10,22,4,2,7,820520.0,171.41,4.0,有,1,12000000,0,2
9,3,14.46,1130112,38,6,1,7,7,1050314.0,136.85,2.0,有,0,10880000,5,1
24,2,19.34,1130302,40,6,1,2,7,811002.0,127.32,3.0,有,0,7800000,0,1
24,3,11.83,1130309,44,6,1,7,5,1120329.0,84.7,2.0,有,0,10500000,5,1
24,2,49.82,1121201,40,4,1,2,7,940803.0,269.84,3.0,有,0,25000000,0,1
24,3,55.84,1121201,40,4,1,2,7,940803.0,386.11,2.0,有,0,30000000,5,1
24,2,94.13,1130222,10,23,4,2,7,1020918.0,193.98,4.0,有,1,20000000,0,2
24,3,21.05,1130316,32,27,3,2,7,850426.0,159.91,4.0,有,0,11000000,6,1
24,3,15.77,1130304,32,28,3,2,7,821227.0,131.79,3.0,有,0,8300000,5,1
24,2,84.0,1130322,10,12,4,2,2,750716.0,121.79,5.0,有,1,12500000,0,2
9,3,33.77,1130322,13,5,1,7,7,881021.0,141.8,3.0,有,0,8000000,5,1
24,2,5.57,1130318,14,24,2,2,7,781220.0,22.63,1.0,有,0,1380000,0,2
9,0,39.0,1130321,10,29,0,0,1,,,,無,1,2800000,0,0
24,2,80.32,1130311,10,1,4,2,4,560000.0,53.73,3.0,有,1,4000000,0,2
24,3,45.63,1130309,40,4,1,2,7,830418.0,320.14,5.0,有,0,16800000,5,1
24,3,22.01,1121230,45,3,1,2,7,811229.0,141.04,3.0,有,0,6900000,5,1
9,3,25.02,1130224,31,6,1,7,5,1110324.0,154.73,3.0,有,0,14500000,5,1
24,2,80.01,1130204,10,23,4,7,7,910708.0,208.37,5.0,有,0,20100000,0,2
24,3,22.8,1130324,41,13,1,2,7,891128.0,260.26,3.0,有,0,21000000,5,1
9,0,354.47,1130305,10,29,0,0,1,,,,無,1,4602646,0,0
9,0,433.26,1130308,10,29,0,0,1,,,,無,1,35000000,0,0
9,2,65.0,1130315,10,12,4,2,5,640716.0,72.48,3.0,有,1,7500000,0,2
24,3,21.48,1130309,14,26,3,2,7,961106.0,94.08,1.0,有,0,8000000,5,1
24,3,23.64,1100505,32,7,1,7,7,1130123.0,154.76,3.0,有,0,15580000,5,1
24,3,22.27,1110211,33,7,1,7,7,1130123.0,147.86,3.0,有,0,19700000,5,1
24,3,22.73,1110328,33,7,1,7,7,1130123.0,149.46,3.0,有,0,20360000,5,1
24,3,31.82,1110106,38,7,1,7,7,1130123.0,198.53,4.0,有,0,27200000,5,1
24,3,29.55,1100609,41,7,1,7,7,1130123.0,187.69,4.0,有,0,20650000,5,1
24,3,22.27,1110127,44,7,1,7,7,1130123.0,147.45,3.0,有,0,19400000,5,1
24,3,31.36,1100707,32,7,1,7,7,1130123.0,223.82,4.0,有,0,22060000,5,1
24,3,22.27,1110726,45,7,1,7,7,1130123.0,147.86,3.0,有,0,20400000,5,1
24,2,59.2,1130301,10,12,4,2,2,630720.0,75.02,2.0,有,1,5000000,0,2
24,2,2.6,1130327,39,13,1,2,7,841106.0,34.34,1.0,有,0,2500000,0,1
24,3,33.86,1130201,35,3,1,7,7,1060807.0,176.35,2.0,有,0,16080000,5,1
9,2,90.95,1130325,10,23,4,2,5,1120208.0,174.4,4.0,有,0,17900000,0,2
9,2,37.4,1130318,10,24,2,2,7,700226.0,89.54,2.0,有,1,7150000,0,2
24,3,31.73,1130113,32,24,3,2,7,810125.0,141.88,4.0,有,0,8800000,5,1
24,2,15.19,1130207,31,2,3,2,7,710727.0,110.89,3.0,有,0,5400000,0,1
24,2,56.39,1130128,10,12,4,2,2,630617.0,88.54,4.0,有,1,12250000,0,2
24,2,10.51,1130331,35,25,3,2,7,831128.0,47.4,1.0,有,0,3660000,0,1
24,3,13.17,1130309,45,8,1,2,7,831216.0,156.87,3.0,有,0,9000000,5,1
9,3,32.35,1121105,45,7,1,7,7,1060905.0,182.73,3.0,有,0,12600000,5,1
24,2,92.1,1130307,10,12,4,2,2,691016.0,86.94,6.0,有,1,10500000,0,2
24,2,6.77,1130319,14,25,3,2,7,790821.0,34.59,1.0,有,0,2500000,0,1
24,2,9.16,1130224,32,27,3,2,7,841221.0,75.27,2.0,有,0,4700000,0,1
9,2,24.05,1130302,46,24,2,2,7,701214.0,93.95,3.0,有,1,5200000,0,2
9,0,101.0,1130127,10,29,0,0,1,,,,無,1,5000000,0,0
9,2,6.73,1130322,14,24,3,2,7,800523.0,25.56,1.0,有,0,1900000,0,1
24,3,29.91,1120529,20,2,3,7,7,1121013.0,194.0,4.0,有,0,22110000,5,1
9,3,26.04,1130218,35,7,1,7,5,1070619.0,146.88,3.0,有,0,10000000,5,1
24,2,22.16,1130223,10,4,1,2,7,730118.0,101.06,3.0,有,0,3900000,0,1
9,3,25.27,1130206,13,7,1,7,5,1070619.0,144.34,3.0,有,0,10100000,5,1
24,2,39.29,1130312,10,24,2,1,7,781114.0,164.21,4.0,有,1,9200000,0,2
9,2,76.8,1130307,10,22,4,2,7,700428.0,148.3,4.0,有,1,6400000,0,2
9,2,40.99,1130227,14,24,2,7,7,711129.0,89.68,3.0,有,1,3500000,0,2
9,2,42.56,1130307,10,24,2,7,7,720803.0,93.38,3.0,有,1,3880000,0,2
9,2,77.52,1130322,10,12,4,2,2,721217.0,107.2,4.0,有,1,2678808,0,2
9,2,70.4,1130120,10,23,4,7,5,1110722.0,177.28,4.0,有,1,17600000,0,2
24,3,10.46,1130330,33,6,1,2,7,830401.0,138.07,3.0,有,0,11700000,5,1
24,2,19.78,1130218,13,26,3,2,7,771216.0,111.44,3.0,有,0,6800000,0,1
24,2,11.55,1130301,46,24,2,2,7,700407.0,39.96,2.0,有,1,1200000,0,2
24,3,30.99,1130305,44,6,1,2,7,871218.0,208.96,5.0,有,0,3000000,6,1
24,2,117.19,1130320,10,12,4,2,2,680104.0,103.5,4.0,有,1,5200000,0,2
24,3,19.84,1130303,45,8,1,2,7,831216.0,236.52,2.0,有,0,13600000,5,1
24,2,32.83,1130304,31,24,2,2,7,760327.0,112.65,3.0,有,1,7000000,0,2
24,2,84.0,1110703,10,22,4,2,7,990723.0,186.12,4.0,有,1,18200000,0,2
24,2,3.08,1130318,32,4,1,4,7,790926.0,23.88,1.0,有,0,1580000,0,1
24,2,76.18,1130107,10,24,4,2,7,850214.0,228.35,5.0,有,1,18650000,0,2
24,2,84.0,1130217,10,22,4,1,7,691103.0,154.74,6.0,有,1,16920000,0,2
24,3,24.52,1120923,36,7,1,7,7,1130229.0,166.3,3.0,有,0,17160000,5,1
24,2,18.07,1121002,45,7,1,7,7,1130229.0,93.55,2.0,有,0,11280000,0,1
24,3,18.8,1121215,31,7,1,7,7,1130229.0,136.14,2.0,有,0,12860000,5,1
24,3,18.07,1120119,44,7,1,7,7,1130229.0,131.1,2.0,有,0,13310000,5,1
24,3,23.41,1121016,44,7,1,7,7,1130229.0,162.01,3.0,有,0,16780000,5,1
24,2,64.43,1130126,10,22,4,2,2,550609.0,148.92,6.0,有,1,13700000,0,2
24,3,23.41,1121127,41,7,1,7,7,1130229.0,160.79,3.0,有,0,16000000,5,1
24,3,23.41,1130103,35,7,1,7,7,1130229.0,160.85,3.0,有,0,15880000,5,1
24,3,23.41,1120920,36,7,1,7,7,1130229.0,160.85,3.0,有,0,16250000,5,1
24,2,17.88,1120118,13,7,1,7,7,1130229.0,93.18,2.0,有,0,12050000,0,1
24,3,17.88,1120413,36,7,1,7,7,1130229.0,131.84,2.0,有,0,13570000,5,1
24,3,17.88,1120309,38,7,1,7,7,1130229.0,130.74,2.0,有,0,14110000,5,1
24,3,17.88,1120814,20,7,1,7,7,1130229.0,130.74,2.0,有,0,13190000,5,1
24,3,30.0,1110520,31,7,1,7,7,1130123.0,188.55,3.0,有,0,25980000,5,1
24,3,31.36,1100513,40,7,1,7,7,1130123.0,224.9,4.0,有,0,22520000,5,1
24,3,24.09,1100513,14,7,1,7,7,1130123.0,156.33,3.0,有,0,15030000,5,1
24,3,22.27,1110112,36,7,1,7,7,1130123.0,147.45,3.0,有,0,19220000,5,1
24,3,31.36,1100505,13,7,1,7,7,1130123.0,197.67,4.0,有,0,20520000,5,1
24,3,22.27,1100902,38,7,1,7,7,1130123.0,147.56,3.0,有,0,16930000,5,1
24,3,29.55,1120301,20,7,1,7,7,1130123.0,187.65,4.0,有,0,26380000,5,1
24,3,23.64,1101222,13,7,1,7,7,1130123.0,154.76,3.0,有,0,20050000,5,1
24,3,23.64,1120303,33,7,1,7,7,1130123.0,154.76,3.0,有,0,20680000,5,1
24,2,17.88,1121225,45,7,1,7,7,1130229.0,93.18,2.0,有,0,11280000,0,1
9,2,80.29,1130225,10,12,4,2,7,820426.0,193.37,3.0,有,1,10000000,0,2
9,2,14.55,1130312,38,7,1,7,5,1070619.0,87.05,2.0,有,0,7200000,0,1
24,2,91.0,1130222,10,12,4,7,2,700124.0,82.0,5.0,有,1,13600000,0,2
24,2,76.0,1130310,10,12,4,1,2,640201.0,89.24,3.0,有,1,14500000,0,2
24,3,27.72,1130317,10,6,1,7,5,1120329.0,178.47,,無,0,25600000,5,1
24,3,20.93,1130228,46,27,3,2,7,850426.0,158.78,4.0,有,0,9330000,6,1
24,3,21.39,1130331,33,5,1,7,5,1120522.0,140.24,3.0,有,0,16500000,5,1
9,2,48.76,1130313,10,12,4,2,5,600520.0,66.92,3.0,有,1,4000000,0,2
24,3,42.65,1130226,40,4,1,4,7,790707.0,365.46,,無,0,16000000,6,1
9,3,23.92,1130309,31,6,1,7,5,1110324.0,151.14,3.0,有,0,15080000,5,1
9,2,74.0,1120312,10,12,4,2,7,750814.0,98.21,4.0,有,1,12000000,0,2
24,3,22.75,1130223,46,4,1,2,7,870919.0,132.31,3.0,有,0,9000000,5,1
24,3,28.82,1130317,44,6,1,7,5,1120329.0,185.53,3.0,有,0,21300000,5,1
24,3,4.22,1130323,41,8,1,2,7,850203.0,51.13,1.0,有,0,3400000,6,1
24,2,9.53,1130307,42,13,1,2,7,841106.0,122.96,3.0,有,0,9500000,0,1
9,2,5.11,1120220,46,26,3,2,7,840302.0,28.05,1.0,有,0,950000,0,1
9,3,34.6,1100505,36,7,1,7,7,1130205.0,181.67,4.0,有,0,10360000,5,1
9,3,32.3,1101002,20,7,1,7,7,1130205.0,176.03,4.0,有,0,10760000,5,1
9,3,26.14,1100518,31,7,1,7,7,1130205.0,140.48,3.0,有,0,8150000,5,1
9,3,26.14,1100929,40,7,1,7,7,1130205.0,141.95,3.0,有,0,9060000,5,1
9,3,26.14,1100409,40,7,1,7,7,1130205.0,141.89,3.0,有,0,7570000,5,1
9,3,18.45,1100321,40,7,1,7,7,1130205.0,104.28,,無,0,5550000,5,1
9,3,25.38,1101026,20,7,1,7,7,1130205.0,139.9,3.0,有,0,8650000,5,1
9,3,25.38,1100314,32,7,1,7,7,1130205.0,138.26,3.0,有,0,7370000,5,1
9,2,19.22,1100326,46,7,1,7,7,1130205.0,83.12,2.0,有,0,4260000,0,1
9,3,19.22,1100608,36,7,1,7,7,1130205.0,107.17,2.0,有,0,6390000,5,1
9,3,26.14,1100320,13,7,1,7,7,1130205.0,141.95,3.0,有,0,7660000,5,1
9,3,18.45,1100313,20,7,1,7,7,1130205.0,104.28,,無,0,5420000,5,1
9,3,26.14,1100321,45,7,1,7,7,1130205.0,141.89,3.0,有,0,7550000,5,1
9,3,25.38,1101113,41,7,1,7,7,1130205.0,140.03,3.0,有,0,9650000,5,1
9,3,18.45,1100321,20,7,1,7,7,1130205.0,102.75,2.0,有,0,5350000,5,1
9,2,101.07,1130222,10,12,4,2,7,740806.0,125.28,4.0,有,1,9380000,0,2
24,2,3.47,1130303,42,13,1,2,7,841106.0,46.18,1.0,有,0,3200000,0,1
9,0,1137.56,1130401,10,29,0,0,1,,,,無,1,49748670,0,0
24,2,31.83,1130225,31,25,3,2,7,771231.0,153.6,3.0,有,1,8680000,0,1
9,3,33.3,1130330,33,7,1,7,5,1120223.0,146.1,3.0,有,0,13700000,5,1
24,2,8.38,1130123,36,13,1,2,7,891128.0,96.59,2.0,有,0,7300000,0,1
24,0,58.0,1130324,10,29,0,0,1,,,,無,1,2418600,0,0
9,2,89.0,1130224,10,22,4,2,7,650513.0,138.55,4.0,有,1,10000000,0,2
24,2,75.0,1130220,10,12,4,2,2,641128.0,81.02,4.0,有,1,8500000,0,2
24,2,5.59,1130309,38,13,1,2,7,841106.0,73.59,2.0,有,0,5550000,0,1
24,4,3.81,1130305,10,29,0,0,1,,,,無,0,1450000,0,0
24,2,3.98,1130322,25,15,1,2,7,800111.0,36.35,1.0,有,0,2280000,0,1
24,2,3.39,1130219,45,13,1,2,7,841106.0,44.48,1.0,有,1,3600000,0,1
9,2,51.77,1130225,10,24,2,7,7,711210.0,104.15,3.0,有,1,4000000,0,2
9,0,28.0,1110406,10,29,0,0,1,,,,無,1,1000000,0,0
24,3,14.93,1130319,35,28,3,2,7,841128.0,126.04,3.0,有,0,9660000,5,1
24,2,23.47,1130328,46,24,2,2,7,701008.0,69.29,1.0,有,1,3200000,0,2
9,2,76.0,1130408,10,12,4,2,7,711210.0,88.49,4.0,有,1,5500000,0,2
9,2,104.9,1130403,10,22,4,7,7,850607.0,162.38,5.0,有,1,8000000,0,2
24,2,22.19,1130308,35,25,3,2,7,820310.0,97.9,3.0,有,0,8000000,0,1
9,0,68.6,1130110,10,29,0,0,1,,,,無,1,675400,0,0
24,2,4.27,1130215,38,6,1,2,7,970229.0,46.86,1.0,有,0,3300000,0,1
24,2,68.98,1130313,10,23,4,1,7,730620.0,245.16,4.0,有,1,14800000,0,2
24,3,23.81,1130325,32,7,1,7,7,1130108.0,159.43,3.0,有,0,12750000,5,1
24,3,24.52,1120717,41,7,1,7,7,1130229.0,166.3,3.0,有,0,16990000,5,1
24,2,24.35,1130302,10,28,3,1,7,840810.0,118.17,4.0,有,0,7000000,0,1
9,2,39.25,1130205,10,23,2,7,7,670509.0,89.57,3.0,有,1,4400000,0,2
24,0,235.0,1130319,10,29,0,0,1,,,,無,1,15390138,0,0
24,2,11.85,1130318,10,24,2,2,7,810421.0,50.9,2.0,有,0,4500000,0,2
24,0,1.65,1130329,10,29,0,0,1,,,,無,1,220000,0,0
24,3,25.78,1130306,44,8,1,2,7,821002.0,210.91,3.0,有,0,15680000,6,1
24,3,24.7,1130302,45,5,1,7,7,1070319.0,120.11,2.0,有,0,11900000,5,1
9,2,6.34,1130411,13,26,3,2,7,801102.0,29.73,1.0,有,1,1150000,0,1
24,3,19.44,1130411,31,5,1,2,7,890115.0,161.3,3.0,有,0,13500000,5,1
9,0,1209.39,1130410,10,29,0,0,1,,,,無,1,20858720,0,0
9,2,93.0,1130302,10,22,4,7,7,1060124.0,186.41,5.0,有,1,16120000,0,2
24,2,27.41,1130307,35,26,3,2,7,720908.0,87.89,2.0,有,0,5000000,0,1
24,2,27.43,1130313,10,12,4,1,2,550107.0,47.12,2.0,有,1,4180000,0,2
24,3,39.05,1100628,32,27,3,7,7,1130129.0,157.35,3.0,有,0,10960197,5,1
24,3,28.66,1100629,46,27,3,7,7,1130129.0,124.14,2.0,有,0,8324442,5,1
24,3,35.94,1100621,35,27,3,7,7,1130129.0,116.65,3.0,有,0,9950265,1,1
24,3,35.88,1100621,13,27,3,7,7,1130129.0,150.44,3.0,有,0,10063989,5,1
24,3,19.53,1120213,32,2,3,7,7,1121013.0,138.37,2.0,有,0,14240000,5,1
24,3,25.34,1121127,31,2,3,7,7,1121013.0,168.89,3.0,有,0,18200000,5,1
9,2,52.08,1130322,10,12,4,2,2,620806.0,85.11,4.0,有,1,6900000,0,2
24,3,39.05,1100619,13,27,3,7,7,1130129.0,157.35,3.0,有,0,11382141,5,1
24,2,27.37,1130318,46,24,2,2,7,700325.0,90.1,3.0,有,1,4500000,0,2
24,3,28.66,1100621,33,27,3,7,7,1130129.0,91.12,2.0,有,0,8042925,1,1
24,3,39.05,1100621,33,27,3,7,7,1130129.0,124.33,3.0,有,0,10537640,1,1
9,2,38.25,1130224,10,24,2,7,7,720820.0,93.23,3.0,有,1,4650000,0,2
24,3,35.94,1100621,13,27,3,7,7,1130129.0,116.65,3.0,有,0,9980539,1,1
9,2,94.43,1130219,10,23,4,7,7,1060829.0,204.51,5.0,有,1,18000000,0,2
24,2,7.47,1130309,40,17,1,7,7,840107.0,108.51,3.0,有,0,5850000,0,1
24,3,35.79,1130305,36,5,1,7,5,1090212.0,171.35,3.0,有,0,19500000,5,1
24,2,117.97,1130313,10,23,4,7,5,1110127.0,275.02,3.0,有,1,38800000,0,2
9,2,85.3,1130225,10,23,4,7,5,1110722.0,180.4,5.0,有,1,22880000,0,2
24,3,11.5,1130324,13,8,1,2,7,850203.0,122.84,3.0,有,0,8880000,6,1
9,2,24.35,1130314,31,8,1,7,7,841214.0,185.79,3.0,有,0,10100000,0,1
9,2,18.45,1100324,46,7,1,7,7,1130205.0,80.17,2.0,有,0,4110000,0,1
9,3,18.45,1100319,13,7,1,7,7,1130205.0,104.28,2.0,有,0,5500000,5,1
9,2,18.45,1100705,32,7,1,7,7,1130205.0,80.17,2.0,有,0,4080000,0,1
24,2,96.14,1130219,10,23,4,7,5,940301.0,230.71,6.0,有,1,25800000,0,2
24,2,73.33,1130311,10,23,4,2,7,910426.0,209.68,6.0,有,1,21200000,0,2
24,2,6.22,1130309,13,13,1,2,7,841106.0,77.98,2.0,有,0,5380000,0,1
24,2,58.0,1130229,10,12,4,1,2,640402.0,82.58,2.0,有,1,19800000,0,2
9,0,175.9,1130303,10,29,0,0,1,,,,無,1,6118000,0,0
9,0,117.27,1130310,10,29,0,0,1,,,,無,1,4079050,0,0
9,0,58.63,1130321,10,29,0,0,1,,,,無,1,2038950,0,0
24,2,31.58,1130329,31,28,3,7,7,881116.0,134.52,4.0,有,0,10000000,0,1
24,2,5.64,1130308,13,6,1,2,5,930712.0,57.36,1.0,有,0,6300000,0,1
24,2,22.76,1130216,10,24,2,1,7,701202.0,83.5,3.0,有,1,8250000,0,2
24,0,10.7,1130221,10,29,0,0,1,,,,無,1,147000,0,0
24,2,87.66,1130208,10,23,4,7,5,930610.0,217.35,5.0,有,0,22500000,0,2
24,3,11.8,1130314,40,8,1,2,7,831216.0,139.82,2.0,有,0,5000000,5,1
9,2,59.73,1130314,10,22,4,1,7,700629.0,111.63,6.0,有,1,7700000,0,2
9,0,215.93,1130314,10,29,0,0,1,,,,無,1,17088889,0,0
9,2,88.86,1130206,10,12,4,2,7,781024.0,97.79,8.0,有,1,7700000,0,2
9,2,24.92,1130329,46,24,2,2,7,770307.0,82.86,3.0,有,0,4000000,0,2
24,2,12.4,1130408,10,29,4,0,1,,,6.0,有,1,477000,0,0
24,2,4.66,1130318,13,18,1,2,7,840106.0,67.81,2.0,有,0,4650000,0,1
9,2,92.0,1130112,10,22,4,1,7,700729.0,197.49,5.0,有,1,7500000,0,2
24,2,43.68,1130203,13,4,1,4,7,800323.0,325.71,0.0,有,0,16000000,0,1
24,2,17.77,1130204,10,26,3,1,7,810416.0,92.23,1.0,有,0,11000000,0,1
24,3,25.22,1130307,14,26,3,2,7,830108.0,129.87,3.0,有,0,9300000,5,1
24,3,30.12,1121011,33,2,3,7,7,1121013.0,193.33,4.0,有,0,21450000,5,1
24,3,16.83,1111128,13,2,3,7,7,1121013.0,124.77,2.0,有,0,13300000,5,1
24,3,28.46,1121017,14,2,3,7,7,1121013.0,186.14,4.0,有,0,20300000,5,1
24,2,59.5,1130319,10,22,4,2,7,680412.0,95.19,6.0,有,1,8000000,0,2
24,3,29.29,1120821,20,2,3,7,7,1121013.0,190.05,4.0,有,0,21430000,5,1
24,3,16.83,1120717,46,2,3,7,7,1121013.0,124.77,2.0,有,0,12720000,5,1
24,3,16.83,1111024,32,2,3,7,7,1121013.0,124.77,2.0,有,0,13030000,5,1
24,3,25.34,1120703,14,2,3,7,7,1121013.0,168.89,3.0,有,0,18390000,5,1
9,3,26.04,1130318,45,7,1,7,5,1070619.0,146.83,2.0,有,0,9500000,5,1
9,2,416.0,1121215,10,1,4,7,5,750111.0,203.35,2.0,有,1,38800000,0,2
9,2,80.29,1130402,10,24,4,7,7,850313.0,195.33,4.0,有,1,7600000,0,2
24,3,11.39,1130330,10,29,3,0,1,,,3.0,有,0,2600000,0,0
24,3,22.27,1101209,44,7,1,7,7,1130123.0,148.68,3.0,有,0,19480000,5,1
24,3,22.27,1100902,40,7,1,7,7,1130123.0,148.68,3.0,有,0,16890000,5,1
24,3,22.27,1110207,33,7,1,7,7,1130123.0,147.45,3.0,有,0,19590000,5,1
24,3,22.27,1100513,32,7,1,7,7,1130123.0,178.46,3.0,有,0,16610000,5,1
24,3,22.27,1101020,35,7,1,7,7,1130123.0,147.45,3.0,有,0,17650000,5,1
24,3,23.64,1100505,32,7,1,7,7,1130123.0,154.79,3.0,有,0,15580000,5,1
24,3,31.36,1100923,14,7,1,7,7,1130123.0,197.63,4.0,有,0,22520000,5,1
24,3,22.73,1110425,45,7,1,7,7,1130123.0,149.46,3.0,有,0,21000000,5,1
24,3,22.27,1101025,13,7,1,7,7,1130123.0,147.45,3.0,有,0,18500000,5,1
24,3,14.84,1130409,20,28,3,2,7,841128.0,126.04,2.0,有,0,8000000,5,1
24,2,3.9,1130415,33,4,1,2,7,880805.0,36.54,1.0,有,0,3200000,0,1
24,2,31.9,1130311,10,24,2,2,7,690726.0,101.7,3.0,有,0,9300000,0,2
9,2,77.07,1130314,10,22,4,1,7,680109.0,183.26,5.0,有,1,18380000,0,2
9,0,680.94,1130328,10,29,0,0,1,,,,無,1,8445360,0,0
9,0,2318.05,1130327,10,29,0,0,1,,,,無,1,15000000,0,0
24,2,79.0,1130206,10,12,4,1,7,750325.0,125.81,3.0,有,1,22000000,0,2
24,3,12.5,1130313,35,25,3,2,7,830523.0,102.05,3.0,有,0,8300000,5,1
24,2,2.6,1130322,39,13,1,2,7,841106.0,34.34,1.0,有,0,2700000,0,1
24,2,55.7,1130303,10,1,4,2,2,590921.0,36.72,2.0,有,1,4600000,0,2
9,0,658.2,1130203,10,29,0,0,1,,,,無,1,19900000,0,0
24,2,2.6,1130403,44,13,1,2,7,841106.0,34.34,1.0,有,0,2800000,0,1
24,2,71.0,1130313,10,23,4,2,5,1100712.0,197.2,4.0,有,1,13000000,0,2
