鄉鎮市區,交易標的,土地移轉總面積平方公尺,總樓層數,建物型態,建築完成年月,建物移轉總面積平方公尺,總價元,電梯
13,2,97.6,23,4,1121003.0,220.64,22500000,0
13,2,110.6,22,4,1120707.0,198.5,16000000,0
13,2,71.81,23,2,700907.0,102.44,3250000,0
13,2,105.65,23,4,1120811.0,242.15,22300000,0
13,2,118.08,23,4,1120811.0,245.97,23000000,0
13,2,65.19,23,2,700907.0,101.35,4050000,0
13,3,19.79,5,1,1120110.0,145.9,10650000,1
13,2,77.21,22,4,871211.0,172.71,10000000,0
13,2,87.38,23,4,840311.0,260.64,16500000,0
13,2,72.24,22,4,1110513.0,151.27,15800000,0
13,2,108.91,22,4,840225.0,139.54,8160000,0
13,3,18.81,7,1,1120911.0,116.9,9300000,1
13,2,111.48,12,4,770616.0,119.06,3000000,0
13,2,161.69,12,4,760908.0,156.3,14500000,0
13,3,19.44,7,1,1120911.0,118.66,9500000,1
13,2,95.37,22,4,1110512.0,217.97,14800000,0
13,2,98.12,12,4,711222.0,105.15,3500000,0
13,2,100.29,23,4,1120503.0,232.75,24500000,0
13,2,99.55,23,4,1120503.0,229.03,25200000,0
13,2,82.14,23,4,1120530.0,196.14,19750000,0
13,2,121.14,22,4,1120117.0,174.41,17060000,0
13,3,19.57,9,1,850816.0,171.86,7000000,1
13,2,99.58,22,4,1071011.0,194.41,22000000,0
13,2,125.3,22,4,1120707.0,160.22,15000000,0
13,2,106.94,12,4,770919.0,150.38,14800000,0
13,3,31.09,26,3,1031105.0,113.63,9280000,1
13,3,20.85,7,1,1100114.0,148.54,12850000,1
13,3,20.06,7,1,1120911.0,121.52,7380000,1
13,2,94.87,22,4,1120503.0,170.33,18400000,0
13,2,98.0,12,4,800129.0,117.96,10100000,0
13,2,87.28,22,4,1120516.0,187.17,17700000,0
13,2,130.86,22,4,1030506.0,185.92,13800000,0
13,3,87.54,23,4,830624.0,208.59,11000000,0
13,2,98.7,23,4,1120503.0,229.03,24930000,0
13,2,66.2,22,4,840901.0,137.54,6500000,0
13,3,20.06,7,1,1120911.0,120.68,9200000,1
13,2,85.31,12,4,700910.0,106.47,6200000,0
13,2,110.56,12,4,810212.0,114.89,11600000,0
13,2,105.58,23,4,1120811.0,241.75,22300000,0
13,3,68.25,23,2,860131.0,162.59,11230000,0
13,2,90.5,23,4,1020125.0,161.35,17300000,0
13,2,108.75,23,4,1090304.0,239.81,24500000,0
13,2,134.84,23,4,1110511.0,316.74,36300000,0
13,2,117.96,23,4,1000613.0,239.14,19880000,0
13,2,125.3,22,4,1120707.0,160.22,14950000,0
13,2,132.82,22,4,1120707.0,168.19,16250000,0
13,2,125.3,22,4,1120707.0,160.22,15000000,0
13,2,71.42,23,2,700907.0,104.21,6500000,0
13,3,20.06,7,1,1120911.0,120.68,7700000,1
13,3,28.84,7,1,1120911.0,160.2,9000000,1
13,3,28.84,7,1,1120911.0,160.18,7610000,1
13,3,19.44,7,1,1120911.0,118.23,5900000,1
13,3,28.84,7,1,1120911.0,160.2,8700000,1
13,3,20.06,7,1,1120911.0,120.68,5620000,1
13,3,18.81,7,1,1120911.0,114.99,5080000,1
13,3,18.81,7,1,1120911.0,115.83,5130000,1
13,3,25.71,7,1,1120911.0,147.12,7310000,1
13,3,20.06,7,1,1120911.0,121.52,6500000,1
13,3,20.06,7,1,1120911.0,120.68,5660000,1
13,3,20.06,7,1,1120911.0,120.68,5770000,1
13,3,28.22,7,1,1120911.0,157.45,7550000,1
13,3,28.84,7,1,1120911.0,160.2,12790000,1
13,3,19.44,7,1,1120911.0,118.23,5590000,1
13,3,18.81,7,1,1120911.0,116.9,5400000,1
13,3,28.84,7,1,1120911.0,190.16,8500000,1
13,3,19.44,7,1,1120911.0,118.23,5930000,1
13,2,92.25,22,4,920609.0,174.66,13000000,0
13,2,128.09,22,4,1020726.0,213.08,16800000,0
13,2,102.05,23,4,1090603.0,200.84,17800000,0
13,2,87.56,23,4,1031113.0,178.7,16000000,0
13,2,99.87,22,4,1061101.0,222.66,16500000,0
13,2,103.96,22,4,1120516.0,168.14,14500000,0
13,3,18.81,7,1,1120911.0,114.99,8350000,1
13,2,574.91,12,4,790201.0,239.41,42600000,0
13,3,18.33,7,1,1101230.0,105.32,9800000,1
13,2,113.92,22,4,1120831.0,184.53,15200000,0
13,2,84.71,22,4,1120831.0,153.09,13900000,0
13,2,86.55,22,4,1120831.0,163.27,12960000,0
13,2,22.92,27,3,1120530.0,88.75,8550000,1
13,2,97.83,22,4,1120317.0,173.09,15890000,0
13,2,88.99,12,4,690721.0,90.68,8700000,0
13,3,31.51,24,3,1120918.0,87.2,7600000,1
13,3,33.94,24,3,1120306.0,112.74,8200000,1
13,3,18.81,7,1,1120911.0,116.62,5800000,1
13,3,32.86,24,3,1120918.0,94.59,8550000,1
13,2,32.86,24,3,1120918.0,79.76,7100000,1
13,2,125.3,22,4,1120707.0,160.22,15000000,0
13,2,132.36,24,4,1091016.0,305.06,35000000,0
13,2,106.14,22,4,1110512.0,236.6,15000000,0
13,2,84.56,23,4,1110830.0,209.79,18000000,0
13,2,231.46,12,4,701229.0,245.34,6900000,0
13,2,82.45,23,4,1110830.0,215.24,18600000,0
13,2,87.74,12,4,661109.0,93.2,9000000,0
13,2,89.74,22,4,1120516.0,183.28,18150000,0
13,2,49.11,23,4,900202.0,103.92,9000000,0
13,2,88.74,23,4,950908.0,156.97,16700000,0
13,2,99.26,23,4,1110118.0,236.08,31880000,0
13,2,94.88,22,4,1120317.0,165.41,15580000,0
13,2,112.41,23,4,1120630.0,274.63,29980000,0
13,2,109.19,23,4,1120630.0,269.9,29860000,0
13,2,109.19,23,4,1120630.0,269.9,30180000,0
13,2,109.2,23,4,1120630.0,269.9,29860000,0
13,2,109.19,23,4,1120630.0,269.9,29860000,0
13,2,109.19,23,4,1120630.0,269.9,29860000,0
13,2,96.78,12,4,711021.0,119.43,6650000,0
13,3,28.84,7,1,1120911.0,160.18,7750000,1
13,3,20.06,7,1,1120911.0,120.68,5660000,1
13,3,28.22,7,1,1120911.0,157.45,9000000,1
13,3,28.22,7,1,1120911.0,157.45,7720000,1
13,3,28.22,7,1,1120911.0,157.4,8650000,1
13,3,28.22,7,1,1120911.0,157.4,11380000,1
13,3,28.22,7,1,1120911.0,156.46,10200000,1
13,2,94.96,23,4,851127.0,183.52,10000000,0
13,2,15.41,5,1,1120110.0,139.21,12330000,1
13,2,245.6,12,4,731007.0,173.34,6500000,0
13,2,87.0,12,4,680814.0,78.12,4800000,0
13,2,99.15,23,4,1031003.0,171.83,15800000,0
13,3,28.22,7,1,1120911.0,187.38,8530000,1
13,3,32.4,24,3,1120508.0,84.77,4450000,1
13,2,37.5,24,3,1120508.0,105.87,6047700,1
13,3,18.81,7,1,1120911.0,116.62,8800000,1
13,3,45.0,24,3,1120508.0,120.49,8142200,1
13,3,19.74,5,1,1120110.0,145.37,12000000,1
13,2,100.47,22,4,870821.0,155.35,15000000,0
13,3,19.79,5,1,1120110.0,145.76,12200000,1
13,2,90.74,22,4,1030109.0,154.74,15000000,0
13,2,70.18,23,2,700907.0,102.77,4700000,0
13,2,70.31,23,4,1121110.0,172.35,15200000,0
13,2,66.78,23,4,1121110.0,164.06,14300000,0
13,3,20.06,7,1,1120911.0,121.52,6300000,1
13,3,28.22,7,1,1120911.0,157.4,8000000,1
13,3,18.81,7,1,1120911.0,115.83,8000000,1
13,2,154.87,23,4,791229.0,211.08,17500000,0
13,2,65.01,23,4,1121110.0,159.05,15000000,0
13,2,65.83,23,4,1121110.0,163.39,14500000,0
13,2,110.19,12,4,700310.0,107.72,9300000,0
13,2,65.19,23,4,1121110.0,160.43,15200000,0
13,2,67.73,23,4,1121110.0,167.92,14500000,0
13,2,64.29,23,4,1121110.0,159.02,13580000,0
13,2,65.1,23,4,1121110.0,162.11,14180000,0
13,2,68.4,23,4,1121110.0,172.39,14500000,0
13,2,64.5,23,4,1121110.0,158.64,14760000,0
13,2,100.8,22,4,1120516.0,163.28,14500000,0
13,2,112.02,22,4,1110512.0,252.48,16320000,0
13,2,66.76,23,4,1121110.0,163.09,15360000,0
13,2,119.88,22,4,1120117.0,174.9,17050000,0
13,2,75.27,22,4,1120117.0,146.15,17880000,0
13,2,115.72,22,4,1120221.0,188.6,16000000,0
13,2,96.56,22,4,1120522.0,156.73,23500000,0
13,2,75.27,22,4,1120117.0,146.15,17880000,0
13,2,88.11,22,4,840719.0,184.37,13000000,0
13,3,27.42,9,1,850816.0,243.64,14500000,1
13,3,28.91,6,1,1120913.0,162.94,13100000,1
13,2,84.8,23,4,1121026.0,183.65,18300000,0
13,2,84.8,23,4,1121026.0,183.65,21800000,0
13,2,130.16,23,4,1121026.0,245.56,29500000,0
13,2,87.2,23,4,1121026.0,186.97,19880000,0
13,3,46.02,24,3,1111220.0,142.75,11000000,1
13,2,146.15,23,4,1090924.0,257.27,24380000,0
13,3,9.98,20,1,1130116.0,107.82,5850000,1
13,3,9.98,20,1,1130116.0,107.82,5550000,1
13,3,15.85,20,1,1130116.0,174.57,15700000,1
13,3,14.09,20,1,1130116.0,155.75,8150000,1
13,3,14.68,20,1,1130116.0,156.9,8390000,1
13,3,14.68,20,1,1130116.0,156.9,8480000,1
13,3,13.5,20,1,1130116.0,149.33,9580000,1
13,3,14.09,20,1,1130116.0,155.05,8030000,1
13,3,14.09,20,1,1130116.0,155.05,8450000,1
13,3,14.09,20,1,1130116.0,155.05,8550000,1
13,3,14.09,20,1,1130116.0,155.05,8550000,1
13,3,14.09,20,1,1130116.0,155.05,8880000,1
13,3,9.98,20,1,1130116.0,112.67,5880000,1
13,2,108.85,22,4,1120705.0,152.35,14380000,0
13,2,103.73,22,4,1120705.0,152.35,14300000,0
13,2,87.94,22,4,1120522.0,153.54,23000000,0
13,2,84.8,22,4,1120522.0,151.07,22000000,0
13,2,84.66,22,4,1120522.0,151.07,21500000,0
13,2,182.53,23,4,1041027.0,359.79,30500000,0
13,2,83.67,22,4,1120522.0,151.33,22000000,0
13,3,30.78,13,1,1120525.0,205.18,19100000,1
13,2,78.62,22,4,820414.0,165.7,11000000,0
13,3,12.92,20,1,1130116.0,139.69,7230000,1
13,3,21.72,20,1,1130116.0,245.21,23980000,1
13,3,18.79,20,1,1130116.0,211.55,12860000,1
13,3,18.79,20,1,1130116.0,211.55,20580000,1
13,3,15.85,20,1,1130116.0,176.98,9900000,1
13,3,15.85,20,1,1130116.0,176.98,10300000,1
13,3,15.85,20,1,1130116.0,176.98,10810000,1
13,3,25.24,20,1,1130116.0,267.94,24800000,1
13,2,102.65,23,4,1120530.0,246.05,31000000,0
13,2,166.12,22,4,1120707.0,202.08,19200000,0
13,2,125.3,22,4,1120707.0,160.22,14950000,0
13,2,88.2,23,4,980416.0,176.16,15900000,0
13,3,18.81,7,1,1120911.0,114.99,9000000,1
13,2,96.34,12,4,821029.0,135.2,6200000,0
13,2,75.4,22,4,1120509.0,153.15,15500000,0
13,3,31.51,24,3,1120918.0,87.2,7900000,1
13,3,42.42,24,3,1120918.0,117.76,10420000,1
13,3,41.93,24,3,1120918.0,116.55,10440000,1
13,2,41.93,24,3,1120918.0,96.09,9000000,1
13,2,31.14,24,3,1120918.0,75.32,6800000,1
13,2,25.58,24,3,1110613.0,69.81,6330000,1
13,3,18.81,7,1,1120911.0,116.9,9500000,1
13,3,16.63,11,1,1100526.0,168.68,15800000,1
13,3,13.72,11,1,1100526.0,138.35,11900000,1
13,3,15.85,20,1,1130116.0,175.96,10530000,1
13,3,15.85,20,1,1130116.0,175.96,10580000,1
13,3,9.98,20,1,1130116.0,107.82,5700000,1
13,3,21.61,6,1,1090114.0,155.27,12300000,1
13,3,19.4,7,1,1110415.0,115.22,9080000,1
13,3,28.22,7,1,1120911.0,157.45,10000000,1
13,2,145.88,12,4,661209.0,92.2,10800000,0
13,3,28.84,7,1,1120911.0,160.2,9000000,1
13,3,18.81,7,1,1120911.0,114.99,7680000,1
13,3,25.71,7,1,1120911.0,148.41,7020000,1
13,3,25.71,7,1,1120911.0,148.41,8040000,1
13,3,18.81,7,1,1120911.0,116.65,5430000,1
13,3,18.81,7,1,1120911.0,115.83,5750000,1
13,3,25.71,7,1,1120911.0,148.41,6880000,1
13,2,86.67,22,4,1120831.0,159.37,13730000,0
13,2,80.78,22,4,1120831.0,165.49,13780000,0
13,2,97.1,22,4,1120831.0,177.46,14360000,0
13,2,83.58,22,4,1120831.0,161.08,12880000,0
13,2,85.07,22,4,1120831.0,163.27,12880000,0
13,2,90.05,22,4,1120831.0,163.23,13060000,0
13,2,79.45,23,4,1120831.0,185.03,12500000,0
13,2,90.71,23,4,1120831.0,174.63,11600000,0
13,3,30.59,27,3,1120530.0,153.34,12000000,1
13,3,14.09,20,1,1130116.0,154.61,8020000,1
13,3,15.85,20,1,1130116.0,174.57,9930000,1
13,3,11.15,20,1,1130116.0,121.84,6400000,1
13,3,31.31,13,1,1120525.0,208.35,17140000,1
13,2,66.36,23,4,1120117.0,193.5,17800000,0
13,2,79.71,22,4,1120117.0,176.58,20300000,0
13,2,179.6,23,4,1061108.0,371.31,39800000,0
13,2,65.84,23,4,1121110.0,163.64,14260000,0
13,3,31.19,27,3,1120530.0,155.95,12350000,1
13,2,64.32,23,4,1121110.0,160.23,15200000,0
13,2,84.53,22,4,1120522.0,151.07,21000000,0
13,2,116.08,23,4,1111228.0,226.65,22500000,0
13,2,94.68,12,4,670926.0,98.42,4500000,0
13,2,65.98,23,4,1121110.0,157.26,15000000,0
13,2,65.98,23,4,1121110.0,163.07,14750000,0
13,2,79.75,12,4,790630.0,126.28,10500000,0
13,3,20.06,7,1,1120911.0,121.52,9550000,1
13,3,20.67,5,1,1120110.0,151.0,12600000,1
13,2,219.12,1,4,581215.0,275.12,17300000,0
13,3,33.27,13,1,1120525.0,242.99,21970000,1
13,3,19.4,7,1,1110415.0,114.29,9000000,1
13,3,15.47,7,1,1100114.0,116.75,9000000,1
13,3,18.81,7,1,1120911.0,116.9,9850000,1
13,2,99.86,23,4,1120503.0,229.03,24000000,0
13,2,80.21,23,4,1120518.0,174.14,14300000,0
13,2,73.39,22,4,1060728.0,161.29,14000000,0
13,2,137.83,23,4,1010117.0,229.25,18000000,0
13,2,84.1,22,4,1120522.0,151.07,22000000,0
13,3,9.98,20,1,1130116.0,112.67,5800000,1
13,3,9.98,20,1,1130116.0,112.67,6000000,1
13,2,137.33,23,4,1120602.0,307.28,35300000,0
13,3,21.72,20,1,1130116.0,244.07,14780000,1
13,3,18.79,20,1,1130116.0,211.55,12000000,1
13,3,18.79,20,1,1130116.0,211.55,12170000,1
13,3,18.79,20,1,1130116.0,211.55,12300000,1
13,3,15.85,20,1,1130116.0,175.83,14680000,1
13,3,16.44,20,1,1130116.0,185.27,10180000,1
13,3,15.85,20,1,1130116.0,175.83,9650000,1
13,3,18.81,7,1,1120911.0,116.9,5550000,1
13,3,25.71,7,1,1120911.0,147.25,10050000,1
13,3,23.83,7,1,1120911.0,140.73,10200000,1
13,3,19.44,7,1,1120911.0,119.62,8200000,1
13,3,19.44,7,1,1120911.0,118.23,5760000,1
13,3,20.88,5,1,1101103.0,119.29,10880000,1
13,2,103.65,23,4,1120202.0,220.25,29380000,0
13,3,18.81,7,1,1120911.0,116.28,6240000,1
13,2,73.72,22,4,1120512.0,155.13,12700000,0
13,3,15.85,20,1,1130116.0,176.98,10080000,1
13,2,107.23,12,4,690119.0,104.34,4000000,0
13,2,107.3,23,4,960411.0,212.53,17800000,0
13,3,18.79,20,1,1130116.0,211.55,13030000,1
13,3,15.85,20,1,1130116.0,176.98,10030000,1
13,3,12.92,20,1,1130116.0,139.69,6500000,1
13,3,12.92,20,1,1130116.0,138.54,7000000,1
13,2,73.58,22,4,1120512.0,155.13,12800000,0
13,3,15.85,20,1,1130116.0,176.98,9820000,1
13,3,12.92,20,1,1130116.0,138.54,7130000,1
13,3,12.92,20,1,1130116.0,139.69,7300000,1
13,2,10.09,9,1,850816.0,104.2,6800000,1
13,2,82.63,22,4,1020924.0,171.09,16300000,0
13,2,124.9,23,4,1120718.0,283.01,39500000,0
13,3,15.85,20,1,1130116.0,175.96,10630000,1
13,2,7.63,20,1,1130116.0,90.94,5200000,1
13,3,9.98,20,1,1130116.0,107.82,5450000,1
13,3,15.85,20,1,1130116.0,174.97,9850000,1
13,3,15.85,20,1,1130116.0,173.82,10420000,1
13,3,15.85,20,1,1130116.0,174.97,10120000,1
13,3,16.44,20,1,1130116.0,183.26,10250000,1
13,3,14.09,20,1,1130116.0,155.75,8330000,1
13,3,14.09,20,1,1130116.0,155.75,8500000,1
13,3,12.92,20,1,1130116.0,139.69,7150000,1
13,3,14.68,20,1,1130116.0,156.9,8430000,1
13,3,14.09,20,1,1130116.0,155.75,9130000,1
13,3,14.09,20,1,1130116.0,155.05,8650000,1
13,3,14.09,20,1,1130116.0,155.05,8050000,1
13,3,14.09,20,1,1130116.0,155.05,8750000,1
13,3,14.68,20,1,1130116.0,163.35,8900000,1
13,3,14.09,20,1,1130116.0,155.05,8880000,1
13,3,15.85,20,1,1130116.0,175.85,12980000,1
13,3,11.15,20,1,1130116.0,121.84,5950000,1
13,2,7.63,20,1,1130116.0,90.94,4930000,1
13,3,9.98,20,1,1130116.0,107.82,5400000,1
13,3,9.98,20,1,1130116.0,107.82,5500000,1
13,3,15.85,20,1,1130116.0,174.57,9850000,1
13,3,15.85,20,1,1130116.0,174.57,9850000,1
13,3,16.44,20,1,1130116.0,182.87,11800000,1
13,3,15.85,20,1,1130116.0,174.57,10650000,1
13,2,63.3,22,4,1100429.0,134.73,13600000,0
13,3,15.85,20,1,1130116.0,174.57,12500000,1
13,3,14.09,20,1,1130116.0,155.05,8750000,1
13,3,14.09,20,1,1130116.0,153.9,8200000,1
13,2,265.19,1,4,890529.0,50.79,21740000,0
13,2,340.77,1,4,790305.0,176.05,27060000,0
13,3,45.43,24,3,1120508.0,121.42,8200000,1
13,2,85.48,22,4,861210.0,224.7,9800000,0
13,3,14.13,11,1,1100526.0,141.55,12300000,1
13,3,14.07,10,1,851125.0,150.36,7300000,1
13,2,81.17,12,4,750324.0,113.46,10100000,0
13,2,100.19,23,4,1120503.0,229.03,25360000,0
13,2,78.21,22,4,720728.0,141.72,10800000,0
13,2,207.51,1,4,620601.0,72.23,8000000,0
13,3,25.71,7,1,1120911.0,148.41,12450000,1
13,3,32.86,24,3,1120918.0,94.77,8570000,1
13,2,74.18,22,4,860826.0,102.59,5000000,0
13,2,84.96,22,4,1120516.0,166.36,15900000,0
13,3,9.98,20,1,1130116.0,107.82,5620000,1
13,2,82.76,22,4,1120831.0,163.57,13800000,0
13,2,97.79,22,4,1120831.0,156.42,14380000,0
13,2,82.35,23,4,1120831.0,196.15,12800000,0
13,2,73.12,23,4,1120831.0,171.87,11300000,0
13,2,83.17,23,4,1120831.0,173.3,11500000,0
13,2,102.62,23,4,1120831.0,207.7,12700000,0
13,2,93.91,23,4,1120831.0,192.4,13400000,0
13,2,88.84,22,4,1040805.0,206.27,24000000,0
13,3,23.04,2,3,1060614.0,115.3,9300000,1
13,2,150.5,12,4,680625.0,178.18,12800000,0
13,2,91.96,23,4,1100914.0,204.35,20000000,0
13,2,66.36,23,4,1120117.0,193.5,17700000,0
13,2,128.14,22,4,1120707.0,162.84,15600000,0
13,2,130.84,22,4,1120117.0,176.97,16580000,0
13,2,78.87,23,4,1120117.0,220.2,22600000,0
13,2,87.61,22,4,1110512.0,203.22,13800000,0
13,2,87.01,22,4,1110512.0,203.22,13200000,0
13,2,68.25,23,2,700907.0,103.82,5000000,0
13,2,362.25,12,4,660110.0,204.94,8000000,0
13,3,49.46,24,3,1120508.0,133.23,7150000,1
13,2,102.41,12,4,830208.0,130.14,7100000,0
13,2,182.52,23,4,1041027.0,359.79,27880000,0
13,2,76.04,22,4,950927.0,110.13,6420000,0
13,2,94.13,23,4,1120530.0,198.83,19500000,0
13,3,19.44,7,1,1120911.0,118.23,9600000,1
13,2,10.26,9,1,850816.0,105.27,6500000,1
13,2,170.74,23,4,1040409.0,208.66,13380000,0
13,2,36.53,24,3,1070524.0,90.28,7360000,1
13,2,128.11,22,4,1120707.0,162.84,15600000,0
13,3,24.14,7,1,1101230.0,137.08,11600000,1
13,2,27.57,24,3,1120919.0,76.42,6940000,1
13,2,27.4,24,3,1120919.0,75.95,6900000,1
13,3,45.43,24,3,1120508.0,121.42,8500000,1
13,2,96.15,22,4,1120901.0,171.4,21000000,0
13,2,63.49,23,4,1120331.0,150.36,14200000,0
13,3,18.81,7,1,1120911.0,116.9,9500000,1
13,3,31.14,24,3,1120918.0,90.33,8350000,1
13,3,33.25,24,3,1120918.0,95.26,8950000,1
13,3,41.93,24,3,1120918.0,116.55,11000000,1
13,3,41.93,24,3,1120918.0,116.55,10580000,1
13,3,41.93,24,3,1120918.0,111.1,10220000,1
13,3,19.44,7,1,1120911.0,117.23,6100000,1
13,3,20.69,7,1,1120911.0,125.96,8700000,1
13,2,78.81,23,4,1031127.0,168.94,20500000,0
13,2,84.18,22,4,841115.0,181.69,14600000,0
13,2,75.4,22,4,1120508.0,153.15,15500000,0
13,3,21.13,20,1,1130116.0,240.01,15390000,1
13,3,9.98,20,1,1130116.0,112.67,5800000,1
13,3,9.98,20,1,1130116.0,112.67,5800000,1
13,3,9.98,20,1,1130116.0,112.67,5730000,1
13,3,9.98,20,1,1130116.0,112.67,5800000,1
13,3,9.98,20,1,1130116.0,112.67,5680000,1
13,3,9.98,20,1,1130116.0,112.67,5820000,1
13,3,24.07,20,1,1130116.0,258.66,22880000,1
13,3,18.79,20,1,1130116.0,211.55,13100000,1
13,3,18.79,20,1,1130116.0,211.55,12900000,1
13,3,12.92,20,1,1130116.0,138.54,7480000,1
13,3,9.98,20,1,1130116.0,107.82,5750000,1
13,3,12.33,20,1,1130116.0,133.97,6800000,1
13,3,44.25,24,3,1050523.0,150.13,12200000,1
13,2,120.52,12,4,770616.0,119.06,9900000,0
13,3,15.85,20,1,1130116.0,174.97,10400000,1
13,3,14.09,20,1,1130116.0,155.75,8070000,1
13,3,14.09,20,1,1130116.0,155.75,8980000,1
13,3,13.5,20,1,1130116.0,149.33,9500000,1
13,3,13.5,20,1,1130116.0,149.33,7580000,1
13,3,14.09,20,1,1130116.0,155.05,9300000,1
13,2,7.63,20,1,1130116.0,90.94,4750000,1
13,3,9.98,20,1,1130116.0,107.82,5680000,1
13,3,16.44,20,1,1130116.0,182.87,12500000,1
13,3,14.09,20,1,1130116.0,154.61,8460000,1
13,3,14.09,20,1,1130116.0,155.75,8470000,1
13,3,14.09,20,1,1130116.0,153.9,8000000,1
13,3,14.09,20,1,1130116.0,155.05,8080000,1
13,3,14.09,20,1,1130116.0,155.75,8180000,1
13,3,14.09,20,1,1130116.0,155.75,8200000,1
13,2,170.94,1,4,690603.0,87.62,3800000,0
13,2,97.49,22,4,1111017.0,187.78,16200000,0
13,3,18.27,5,1,870514.0,137.14,9280000,1
13,2,64.11,23,4,1121110.0,157.26,15300000,0
13,2,91.38,23,4,1060728.0,180.75,13000000,0
13,2,342.25,23,4,1050531.0,524.41,57500000,0
13,3,18.81,7,1,1120911.0,116.44,6200000,1
13,2,75.4,22,4,1120508.0,153.15,15500000,0
13,2,75.36,22,4,1120331.0,163.78,18200000,0
13,3,15.47,7,1,1100114.0,116.75,9200000,1
13,2,75.24,22,4,1120117.0,146.15,18400000,0
13,2,72.2,12,4,690913.0,86.85,5500000,0
13,2,126.17,23,4,1100602.0,264.45,24350000,0
13,3,32.4,24,3,1120508.0,84.77,4850000,1
13,2,90.87,23,4,1100709.0,242.99,25250000,0
13,2,183.65,24,4,1111230.0,448.4,55500000,0
13,2,93.35,22,4,660311.0,88.65,7000000,0
13,2,73.3,23,4,1120331.0,155.0,15330000,0
13,3,19.74,5,1,1120110.0,145.37,10700000,1
13,3,43.75,24,3,1120919.0,139.85,13100000,1
13,2,107.26,22,4,1120831.0,174.33,14500000,0
13,2,95.67,22,4,1120831.0,160.97,14260000,0
13,3,21.72,20,1,1130116.0,248.3,15200000,1
13,2,100.5,23,4,1121211.0,240.85,24000000,0
13,3,9.98,20,1,1130116.0,112.67,5980000,1
13,2,11.32,7,1,840525.0,87.83,5600000,1
13,3,21.72,20,1,1130116.0,245.21,21680000,1
13,3,22.31,20,1,1130116.0,246.36,14300000,1
13,3,21.72,20,1,1130116.0,245.21,15100000,1
13,3,21.72,20,1,1130116.0,245.21,16620000,1
13,3,18.79,20,1,1130116.0,211.55,12850000,1
13,3,18.79,20,1,1130116.0,211.55,21000000,1
13,3,9.98,20,1,1130116.0,107.82,5500000,1
13,3,9.98,20,1,1130116.0,107.82,5550000,1
13,3,16.44,20,1,1130116.0,176.11,10550000,1
13,3,14.09,20,1,1130116.0,155.75,8600000,1
13,3,14.68,20,1,1130116.0,163.35,8850000,1
13,3,15.85,20,1,1130116.0,175.85,11900000,1
13,3,9.98,20,1,1130116.0,107.82,5450000,1
13,3,9.98,20,1,1130116.0,107.82,5620000,1
13,3,17.71,7,1,1101207.0,134.41,11680000,1
13,3,12.92,20,1,1130116.0,139.69,7280000,1
13,2,85.85,22,4,1120516.0,166.21,15900000,0
13,2,66.67,23,4,1121110.0,165.68,15300000,0
13,2,79.16,12,4,691108.0,82.28,12800000,0
13,2,257.06,22,4,931224.0,294.16,13000000,0
13,2,7.63,20,1,1130116.0,90.94,7000000,1
13,2,118.98,12,4,760417.0,98.63,9200000,0
13,3,21.13,20,1,1130116.0,240.01,14620000,1
13,3,21.13,20,1,1130116.0,240.01,15190000,1
13,2,114.34,23,4,1111228.0,226.65,22300000,0
13,3,21.72,20,1,1130116.0,245.21,15300000,1
13,3,24.07,20,1,1130116.0,258.66,24980000,1
13,3,15.85,20,1,1130116.0,175.85,12800000,1
13,3,15.85,20,1,1130116.0,174.57,10700000,1
13,2,90.57,12,4,701126.0,107.72,2900000,0
13,3,16.44,20,1,1130116.0,184.26,12200000,1
13,2,7.63,20,1,1130116.0,90.94,4650000,1
13,3,9.98,20,1,1130116.0,107.82,5450000,1
13,3,15.85,20,1,1130116.0,174.57,11260000,1
13,3,14.68,20,1,1130116.0,156.19,8100000,1
13,2,83.54,23,4,840327.0,214.47,16600000,0
13,2,89.22,22,4,960418.0,200.76,15000000,0
13,2,108.11,12,4,690702.0,109.56,9200000,0
13,2,83.64,22,4,991220.0,176.47,12800000,0
13,3,18.44,5,1,880409.0,127.71,3680000,1
13,3,21.78,6,1,1090114.0,157.28,14200000,1
13,2,186.37,23,4,1050531.0,372.28,35000000,0
13,2,91.54,22,4,1120605.0,171.57,17380000,0
13,2,72.74,22,4,950908.0,109.21,9000000,0
13,3,27.35,9,1,1110304.0,205.57,18180000,1
13,2,102.64,23,4,1001114.0,195.14,15000000,0
13,2,124.36,22,4,820412.0,211.47,13800000,0
13,3,30.45,25,3,1121109.0,130.14,12660000,1
13,3,30.45,25,3,1121109.0,134.67,13070000,1
13,2,84.53,23,4,1121227.0,191.9,13500000,0
13,3,20.06,7,1,1120911.0,120.68,6380000,1
13,3,32.73,25,3,1121109.0,143.16,13600000,1
13,3,27.38,25,3,1121109.0,122.38,11860000,1
13,3,22.32,25,3,1121109.0,104.52,9660000,1
13,3,20.69,7,1,1120911.0,136.04,8669338,1
13,2,102.47,24,4,800504.0,346.6,7000000,0
13,3,18.79,20,1,1130116.0,211.55,11900000,1
13,3,9.98,20,1,1130116.0,112.67,5870000,1
13,3,21.72,20,1,1130116.0,245.21,14800000,1
13,3,21.72,20,1,1130116.0,245.21,14700000,1
13,3,18.79,20,1,1130116.0,211.55,13000000,1
13,3,18.79,20,1,1130116.0,211.55,14910000,1
13,3,15.85,20,1,1130116.0,176.98,11200000,1
13,3,12.92,20,1,1130116.0,139.69,7100000,1
