鄉鎮市區,交易標的,土地移轉總面積平方公尺,總樓層數,建物型態,建築完成年月,建物移轉總面積平方公尺,總價元,電梯
35,2,34.4,25,3,1130125.0,108.55,7380000,1
35,2,22.62,25,3,1130125.0,71.92,4980000,1
35,3,23.71,25,3,1130125.0,90.31,6480000,1
35,3,35.23,25,3,1130125.0,126.61,8860000,1
35,2,23.71,25,3,1130125.0,75.42,5620000,1
35,3,22.75,25,3,1130125.0,87.16,6380000,1
35,2,34.4,25,3,1130125.0,108.55,7500000,1
35,2,22.62,25,3,1130125.0,71.92,5220000,1
35,3,22.75,25,3,1130125.0,87.16,6400000,1
35,3,35.23,25,3,1130125.0,133.23,8980000,1
35,3,22.62,25,3,1130125.0,86.81,6480000,1
35,3,22.75,25,3,1130125.0,87.16,6480000,1
35,3,34.4,25,3,1130125.0,123.44,8810000,1
35,2,34.4,25,3,1130125.0,108.55,7400000,1
35,3,22.75,25,3,1130125.0,87.16,6260000,1
16,2,124.47,22,4,1110314.0,173.77,12000000,0
35,3,34.4,25,3,1130125.0,123.44,8600000,1
35,2,79.77,23,4,1120911.0,175.74,15000000,0
35,2,79.41,23,4,1120911.0,175.74,14800000,0
35,2,96.68,23,4,1120911.0,178.34,15550000,0
35,2,98.76,23,4,1120911.0,178.15,16280000,0
35,2,80.8,23,4,1120911.0,175.74,15050000,0
35,2,86.98,23,4,1120911.0,178.15,15380000,0
35,3,24.21,26,3,1120912.0,112.88,8260000,1
35,2,20.47,26,3,1120922.0,81.75,6150000,1
35,3,38.37,25,3,1121128.0,116.61,8300000,1
35,2,80.52,22,4,830412.0,155.47,6200000,0
35,2,271.0,22,4,1110222.0,342.68,25180000,0
5,2,27.03,24,3,1090616.0,86.67,4900000,1
16,2,112.94,23,4,1070130.0,154.63,9300000,0
35,2,19.73,26,3,840615.0,110.1,4820000,1
1,2,100.22,22,4,1120628.0,144.42,10990000,0
1,2,92.7,22,4,1120628.0,141.05,10820000,0
16,2,133.0,1,4,1001223.0,77.19,8350000,0
5,2,73.94,22,4,891206.0,157.28,6800000,0
16,2,102.0,22,4,830216.0,125.85,4500000,0
35,2,110.28,22,4,821102.0,179.07,10000000,0
5,2,251.02,12,4,751013.0,115.05,5700000,0
16,2,75.8,12,4,800903.0,99.38,6000000,0
5,2,67.11,12,4,1120831.0,75.33,5500000,0
5,2,74.91,22,4,1120821.0,164.02,11300000,0
16,2,112.94,23,4,1070130.0,154.63,9700000,0
1,2,92.89,22,4,1120628.0,141.05,10860000,0
16,2,94.68,22,4,1120502.0,152.13,12000000,0
35,3,21.31,26,3,1120922.0,101.2,7260000,1
35,3,23.62,26,3,1120922.0,118.05,8080000,1
35,2,79.0,22,4,630826.0,88.93,2850000,0
35,3,38.37,25,3,1121128.0,116.61,8800000,1
35,2,116.63,22,4,1080425.0,174.5,14000000,0
11,2,85.78,22,4,850112.0,165.57,6600000,0
16,2,97.49,12,4,810519.0,127.6,4000000,0
35,2,102.38,22,4,1090728.0,161.78,13000000,0
35,2,23.71,25,3,1130125.0,75.42,5320000,1
1,2,92.7,22,4,1120628.0,141.05,10820000,0
1,2,92.93,22,4,1120628.0,141.05,10850000,0
5,2,88.0,22,4,1121011.0,142.04,7900000,0
12,2,77.59,22,4,1120331.0,145.4,8700000,0
12,2,85.15,22,4,1120331.0,147.19,8550000,0
12,2,86.78,22,4,1120331.0,141.98,7750000,0
12,2,87.99,22,4,1120331.0,142.32,7950000,0
12,2,86.41,22,4,1120331.0,141.98,7900000,0
12,2,86.78,22,4,1120331.0,141.98,7700000,0
12,2,86.36,22,4,1120331.0,141.98,7850000,0
12,2,86.78,22,4,1120331.0,141.98,7750000,0
12,2,75.69,22,4,1120331.0,155.12,8500000,0
12,2,86.78,22,4,1120331.0,141.98,7800000,0
12,2,86.78,22,4,1120331.0,141.98,7780000,0
12,2,72.03,22,4,1120331.0,142.02,8580000,0
12,2,72.68,22,4,1120331.0,142.02,8580000,0
12,2,74.64,22,4,1120331.0,142.02,8500000,0
12,2,86.78,22,4,1120331.0,141.98,7880000,0
12,2,70.72,22,4,1120331.0,142.02,8620000,0
12,2,86.78,22,4,1120331.0,141.98,7950000,0
12,2,71.37,22,4,1120331.0,142.02,8600000,0
12,2,85.99,22,4,1120331.0,141.98,7900000,0
12,2,86.25,22,4,1120331.0,141.98,7800000,0
12,2,86.2,22,4,1120331.0,141.98,7820000,0
12,2,73.33,22,4,1120331.0,142.02,8500000,0
4,2,72.89,12,4,660324.0,86.37,5100000,0
12,2,86.78,22,4,1120331.0,141.98,7750000,0
12,2,86.78,22,4,1120331.0,141.98,7850000,0
12,2,92.53,22,4,1120331.0,156.42,8880000,0
4,2,90.93,22,4,1111227.0,122.15,9000000,0
4,2,108.93,22,4,1111227.0,156.86,11200000,0
32,2,75.47,12,4,670728.0,99.33,4850000,0
32,2,129.45,12,4,700620.0,97.94,12500000,0
4,2,80.05,22,4,1120616.0,182.27,15380000,0
12,2,79.35,23,4,730327.0,274.18,8300000,0
4,2,101.93,22,4,1111227.0,138.09,10130000,0
12,2,92.73,22,4,1120810.0,173.42,10700000,0
4,2,74.94,22,4,831228.0,145.88,6030000,0
12,2,96.81,22,4,1120620.0,161.21,10600000,0
32,2,138.79,22,4,830930.0,235.05,11000000,0
4,2,102.93,22,4,1111227.0,141.23,11380000,0
4,2,93.13,23,4,820817.0,209.57,6000000,0
4,2,98.0,22,4,820510.0,171.33,6900000,0
12,2,89.74,22,4,1120810.0,170.39,10250000,0
12,2,90.13,22,4,1120810.0,170.39,9800000,0
4,2,95.34,23,4,1100630.0,174.2,11100000,0
4,3,39.41,24,3,1121116.0,120.23,7006000,1
4,3,39.41,24,3,1121116.0,119.74,6830000,1
4,3,39.41,24,3,1121116.0,119.74,7000000,1
4,3,39.41,24,3,1121116.0,120.56,8800000,1
4,3,39.41,24,3,1121116.0,120.23,6830000,1
4,3,39.41,24,3,1121116.0,119.74,6970000,1
4,3,39.41,24,3,1121116.0,119.74,6880000,1
4,3,39.41,24,3,1121116.0,120.23,6880000,1
4,3,39.41,24,3,1121116.0,120.23,6830000,1
4,3,39.41,24,3,1121116.0,120.23,7100000,1
4,2,23.0,26,3,831111.0,119.92,4680000,1
4,2,114.0,22,4,1120922.0,206.43,9100000,0
12,2,73.99,22,4,1120331.0,142.02,8500000,0
4,3,34.29,25,3,1071106.0,124.73,7580000,1
32,3,17.8,27,3,841223.0,98.02,4300000,1
4,2,90.0,22,4,1120616.0,200.68,15000000,0
4,2,80.14,22,4,1120616.0,182.27,15100000,0
4,2,84.5,22,4,1120616.0,185.21,15380000,0
4,2,88.5,22,4,1120616.0,186.64,12000000,0
4,3,109.89,23,4,1071211.0,275.74,16500000,0
4,2,67.41,23,4,781009.0,219.87,6450000,0
32,2,66.03,22,4,740413.0,130.88,3000000,0
17,2,93.03,22,4,1120501.0,143.12,8250000,0
4,3,39.41,24,3,1121116.0,119.74,6950000,1
4,2,64.99,23,2,720810.0,98.65,2500000,0
4,3,32.62,24,3,1121116.0,101.65,5970000,1
4,2,67.0,22,4,1120418.0,151.47,12600000,0
4,2,94.0,23,4,1120418.0,153.82,10000000,0
4,2,114.42,22,4,1120418.0,163.41,14300000,0
4,3,39.41,24,3,1121116.0,119.86,7000000,1
4,3,39.41,24,3,1121116.0,119.74,7000000,1
4,2,34.51,24,3,1121116.0,90.57,5830000,1
4,2,33.01,24,3,1121116.0,86.47,5060000,1
4,3,39.41,24,3,1121116.0,120.23,7000000,1
4,3,39.41,24,3,1121116.0,120.56,7000000,1
4,2,32.62,24,3,1121116.0,85.11,5500000,1
4,3,39.44,24,3,1121116.0,120.23,7050000,1
4,3,39.44,24,3,1121116.0,119.74,7700000,1
4,3,39.41,24,3,1121116.0,119.74,7100000,1
4,3,23.0,26,3,831111.0,134.75,5250000,1
12,2,94.35,22,4,770827.0,168.24,5500000,0
12,2,82.12,12,4,660114.0,108.17,1900000,0
4,3,39.41,24,3,1121116.0,120.23,6830000,1
4,3,39.41,24,3,1121116.0,119.74,6960000,1
0,2,49.0,12,4,700722.0,71.94,2800000,0
4,2,117.27,22,4,1120204.0,148.87,12400000,0
4,2,11.02,5,1,850916.0,90.36,3500000,1
17,2,80.0,22,4,821208.0,135.22,3290000,0
32,2,114.76,22,4,1040414.0,204.07,8800000,0
4,2,34.51,24,3,1121116.0,90.57,5820000,1
4,2,33.76,24,3,1121116.0,89.3,5750000,1
4,3,39.44,24,3,1121116.0,120.56,7030000,1
4,2,33.79,24,3,1121116.0,89.3,5080000,1
4,2,32.62,24,3,1121116.0,85.33,5520000,1
4,3,39.41,24,3,1121116.0,119.74,7700000,1
4,3,39.41,24,3,1121116.0,119.74,7000000,1
4,2,33.76,24,3,1121116.0,89.3,6500000,1
4,3,39.41,24,3,1121116.0,120.23,6880000,1
4,2,32.62,24,3,1121116.0,85.33,5460000,1
4,2,32.62,24,3,1121116.0,85.11,6718000,1
4,2,101.96,12,4,1101126.0,128.49,10200000,0
32,2,177.21,22,4,1110617.0,216.35,17620000,0
17,2,106.27,22,4,1120731.0,151.28,8000000,0
4,2,32.62,24,3,1121116.0,85.11,5490000,1
4,2,33.01,24,3,1121116.0,86.47,5020000,1
4,3,39.41,24,3,1121116.0,120.23,7000000,1
4,3,39.41,24,3,1121116.0,120.23,7000000,1
4,3,39.41,24,3,1121116.0,120.56,7000000,1
4,3,39.41,24,3,1121116.0,119.86,7000000,1
0,2,131.05,22,4,1060412.0,171.8,9000000,0
4,3,39.41,24,3,1121116.0,120.23,6880000,1
4,3,39.41,24,3,1121116.0,119.74,6900000,1
4,3,39.41,24,3,1121116.0,119.74,6900000,1
4,3,39.41,24,3,1121116.0,120.23,6880000,1
4,3,32.62,24,3,1121116.0,101.87,5950000,1
4,2,32.62,24,3,1121116.0,85.11,5490000,1
4,3,39.41,24,3,1121116.0,120.23,6900000,1
4,3,39.41,24,3,1121116.0,119.74,7000000,1
4,3,39.41,24,3,1121116.0,119.74,7000000,1
4,3,39.41,24,3,1121116.0,119.74,7000000,1
4,3,39.41,24,3,1121116.0,120.23,6980000,1
4,3,39.41,24,3,1121116.0,119.86,7000000,1
4,2,34.51,24,3,1121116.0,90.57,5270000,1
4,2,33.76,24,3,1121116.0,89.3,5150000,1
4,2,32.62,24,3,1121116.0,85.33,5020000,1
4,2,33.01,24,3,1121116.0,86.47,5065000,1
4,3,39.44,24,3,1121116.0,119.74,7050000,1
4,2,34.54,24,3,1121116.0,90.57,5830000,1
4,2,77.0,22,4,1120713.0,142.26,10650000,0
17,2,93.85,22,4,1120731.0,145.16,8100000,0
17,2,98.18,22,4,1120501.0,143.12,8860000,0
32,2,116.11,12,4,720128.0,113.8,2600000,0
0,2,27844.0,1,4,940316.0,3572.37,262000000,0
17,2,77.45,22,4,1120501.0,149.79,8880000,0
17,2,97.71,22,4,1120501.0,149.79,8700000,0
17,2,323.5,1,4,540316.0,119.25,5800000,0
4,2,83.0,23,4,1120418.0,165.21,12900000,0
0,2,77.05,22,4,840510.0,139.37,6000000,0
4,2,87.0,12,4,700730.0,102.56,5200000,0
4,3,39.41,24,3,1121116.0,119.74,7050000,1
4,3,39.44,24,3,1121116.0,119.86,7050000,1
4,3,39.44,24,3,1121116.0,124.81,7150000,1
4,3,39.41,24,3,1121116.0,119.74,7000000,1
4,2,78.0,22,4,1120713.0,142.93,9850000,0
4,3,39.41,24,3,1121116.0,120.23,7000000,1
4,3,39.41,24,3,1121116.0,120.23,7700000,1
4,3,39.41,24,3,1121116.0,120.23,7000000,1
4,2,76.0,22,4,840428.0,120.76,6800000,0
12,2,33.75,26,3,1110726.0,96.01,5680000,1
4,2,106.0,23,4,811107.0,228.88,11500000,0
32,3,44.01,26,3,1110707.0,126.27,7800000,1
4,2,114.27,22,4,1120204.0,147.88,11500000,0
12,2,101.0,23,4,1101215.0,166.98,8300000,0
4,2,3189.67,1,4,830322.0,1994.64,14665000,0
4,2,1546.0,1,4,671106.0,216.0,7335000,0
4,2,98.91,22,4,1101229.0,166.61,11100000,0
4,2,121.27,22,4,1120204.0,148.52,12250000,0
4,3,39.46,24,2,1090416.0,123.68,7020000,0
4,2,67.0,22,4,1120418.0,151.47,12600000,0
4,2,86.42,22,4,1120418.0,154.17,12800000,0
4,2,115.0,22,4,1120418.0,161.25,14300000,0
4,2,1056.06,12,4,640411.0,295.8,68326310,0
12,2,56.74,22,4,700519.0,103.21,4100000,0
0,2,66.77,23,4,1120420.0,151.72,7550000,0
4,3,36.26,24,3,1121116.0,111.45,7740000,1
4,3,36.66,24,3,1121116.0,111.45,8000000,1
17,2,93.34,23,4,720511.0,236.05,6700000,0
12,3,56.87,26,3,1110726.0,134.49,8560000,1
32,3,32.2,26,3,1110707.0,93.53,6300000,1
4,3,34.77,24,3,1121116.0,107.58,7490000,1
32,2,88.17,23,4,1120518.0,176.59,13500000,0
4,2,84.0,22,4,811123.0,151.51,6400000,0
4,2,101.93,22,4,1111227.0,138.09,10130000,0
17,2,93.08,22,4,1120731.0,145.16,8250000,0
12,2,76.37,12,4,730414.0,108.45,5300000,0
4,3,25.28,25,3,1071106.0,91.84,5800000,1
4,2,77.04,12,4,660914.0,121.5,6480000,0
0,2,94.0,22,4,1101207.0,112.71,7200000,0
0,2,90.67,23,4,830304.0,162.62,6100000,0
0,2,83.0,23,4,830214.0,156.05,3100000,0
4,3,21.08,2,3,880917.0,147.13,5300000,1
4,3,41.64,28,3,1121024.0,142.66,6900000,1
4,3,41.87,28,3,1121024.0,143.09,7950000,1
4,2,27.91,28,3,1121024.0,76.26,4280000,1
4,3,40.97,28,3,1121024.0,141.21,6790000,1
17,2,95.0,22,4,811023.0,132.54,6300000,0
4,2,27.91,28,3,1121024.0,76.26,4350000,1
4,2,27.91,28,3,1121024.0,76.26,4160000,1
4,2,29.71,28,3,1121024.0,80.82,4880000,1
4,2,27.91,28,3,1121024.0,76.26,4310000,1
4,2,27.91,28,3,1121024.0,76.26,4500000,1
4,2,29.71,28,3,1121024.0,80.82,4830000,1
4,2,27.91,28,3,1121024.0,76.26,4360000,1
4,3,40.97,28,3,1121024.0,138.89,7080000,1
4,2,27.91,28,3,1121024.0,76.26,4300000,1
4,2,27.91,28,3,1121024.0,76.26,4330000,1
4,3,40.97,28,3,1121024.0,141.21,7250000,1
4,3,40.97,28,3,1121024.0,141.21,7100000,1
4,3,41.87,28,3,1121024.0,143.09,7450000,1
4,2,29.71,28,3,1121024.0,80.82,5020000,1
4,2,29.71,28,3,1121024.0,80.82,5020000,1
4,2,29.71,28,3,1121024.0,80.82,4900000,1
4,2,88.46,22,4,1120616.0,186.64,12500000,0
4,2,112.0,22,4,1110517.0,190.23,16000000,0
4,2,29.71,28,3,1121024.0,80.82,5030000,1
4,3,41.87,28,3,1121024.0,140.76,6610000,1
4,2,96.76,22,4,1120904.0,169.52,11880000,0
4,2,76.98,22,4,1121113.0,167.8,14800000,0
4,2,114.27,22,4,1120204.0,142.47,11580000,0
17,2,107.31,22,4,1120501.0,145.51,9000000,0
4,2,55.14,2,3,850821.0,195.69,8400000,1
17,2,94.3,22,4,1120731.0,145.16,8250000,0
4,2,114.27,22,4,1120204.0,147.41,13600000,0
4,2,79.0,22,4,821018.0,147.7,2450000,0
12,3,20.2,25,3,840707.0,104.89,2850000,1
4,2,78.77,12,4,670502.0,105.72,4800000,0
4,2,83.0,23,4,830208.0,234.57,13600000,0
4,2,95.35,22,4,870727.0,118.99,4580000,0
4,2,33.14,24,3,1121116.0,87.57,5750000,1
4,2,33.14,24,3,1121116.0,87.57,5840000,1
4,3,34.77,24,3,1121116.0,107.58,7640000,1
4,3,33.14,24,3,1121116.0,103.52,7010000,1
4,2,94.0,22,4,1120713.0,143.15,11700000,0
12,2,4.25,4,1,840622.0,43.48,1650000,1
12,2,4.25,4,1,840622.0,42.66,1620000,1
12,2,4.25,4,1,840622.0,43.55,1780000,1
12,2,7.04,4,1,840622.0,69.35,3360000,1
4,3,12.73,4,1,830429.0,134.24,5100000,1
12,2,3.52,4,1,840622.0,36.14,1350000,1
12,2,12.62,4,1,840622.0,129.62,5300000,1
4,3,36.66,24,3,1121116.0,111.45,7880000,1
4,3,34.77,24,3,1121116.0,107.58,7500000,1
4,3,33.14,24,3,1121116.0,102.25,6930000,1
4,3,28.27,24,3,1121116.0,98.93,6110000,1
4,3,36.26,24,3,1121116.0,110.18,7500000,1
4,2,36.66,24,3,1121116.0,96.77,6730000,1
12,2,88.18,23,4,1111215.0,199.47,14500000,0
4,2,28.27,24,3,1121116.0,74.63,5020000,1
4,3,36.26,24,3,1121116.0,110.18,7680000,1
0,2,95.0,22,4,1120113.0,171.84,8650000,0
0,2,81.0,22,4,1120113.0,168.51,8200000,0
4,3,41.05,24,3,1120620.0,123.31,6800000,1
4,2,95.22,22,4,1120616.0,191.59,11980000,0
4,2,182.23,22,4,821206.0,280.42,10180000,0
4,3,39.41,24,3,1121116.0,119.74,8380000,1
4,3,39.41,24,3,1121116.0,119.74,6950000,1
4,3,39.41,24,3,1121116.0,120.23,8580000,1
32,2,16.18,27,3,841223.0,90.91,4300000,1
4,2,86.0,22,4,811222.0,173.2,3800000,0
32,2,82.02,22,4,670916.0,164.61,7200000,0
4,2,120.0,23,4,1120418.0,174.91,13380000,0
32,2,93.72,23,4,1120829.0,155.04,13600000,0
32,3,29.4,26,3,850527.0,146.44,5600000,1
4,2,103.47,23,4,931122.0,199.98,10880000,0
32,2,108.01,23,4,1120223.0,213.16,15800000,0
4,3,39.41,24,3,1121116.0,119.74,7960000,1
12,2,8.62,4,1,840622.0,80.2,2900000,1
12,2,13.35,4,1,840622.0,128.12,4660000,1
4,2,44.14,23,2,640204.0,91.32,2800000,0
32,2,92.88,22,4,1100618.0,154.71,10380000,0
4,3,28.27,24,3,1121116.0,90.58,6200000,1
4,3,36.26,24,3,1121116.0,110.18,7800000,1
4,3,28.27,24,3,1121116.0,89.31,6250000,1
17,2,103.99,23,4,830525.0,203.07,7535110,0
4,2,84.43,22,4,1121113.0,180.43,15150000,0
4,3,39.41,24,3,1121116.0,120.23,7960000,1
4,2,81.64,22,4,1121113.0,176.0,14800000,0
4,2,81.47,22,4,1121113.0,176.0,15100000,0
4,2,79.77,22,4,1121113.0,170.73,14900000,0
4,2,77.01,22,4,1121113.0,167.8,14700000,0
4,2,79.58,22,4,1121113.0,170.73,15050000,0
4,2,89.9,22,4,700703.0,175.87,6700000,0
4,3,43.89,28,3,1121024.0,147.88,8300000,1
4,2,29.71,28,3,1121024.0,80.82,5090000,1
4,2,29.71,28,3,1121024.0,80.82,5000000,1
4,2,27.91,28,3,1121024.0,76.26,4300000,1
4,3,40.97,28,3,1121024.0,141.21,7840000,1
4,2,87.19,22,4,1121113.0,191.45,16300000,0
12,2,9.1,4,1,840622.0,93.01,3460000,1
4,3,35.17,24,3,1101123.0,124.36,7168000,1
12,2,4.25,4,1,840622.0,42.73,1550000,1
12,2,5.58,4,1,840622.0,57.29,2080000,1
32,2,92.5,22,4,820402.0,144.0,5700000,0
32,3,41.28,24,3,1120410.0,124.23,7850000,1
4,3,36.66,24,3,1121116.0,111.45,7940000,1
4,3,39.41,24,3,1121116.0,120.23,7000000,1
4,2,147.0,22,4,1090115.0,184.48,13000000,0
4,2,29.39,24,3,1121117.0,76.36,5570000,1
12,2,3.52,4,1,840622.0,36.14,1350000,1
17,2,93.42,22,4,1120731.0,145.16,8250000,0
4,3,39.41,24,3,1121116.0,120.23,7700000,1
4,2,94.0,22,4,1120922.0,177.86,8350000,0
4,2,94.0,22,4,1120922.0,177.86,8600000,0
4,2,93.0,22,4,1120922.0,177.89,8550000,0
32,2,88.18,23,4,1120518.0,174.81,13380000,0
4,2,97.0,22,4,1120922.0,177.89,8750000,0
4,2,93.0,22,4,1120922.0,178.02,8800000,0
4,2,94.0,22,4,1120922.0,177.84,8550000,0
4,2,95.0,22,4,1120922.0,178.02,8850000,0
4,2,103.0,22,4,1120922.0,183.81,8600000,0
17,2,96.97,23,4,830505.0,197.8,6600000,0
17,2,93.03,22,4,1120501.0,143.12,8000000,0
4,2,75.84,22,4,880917.0,181.99,8150000,0
12,2,3.52,4,1,840622.0,36.14,1380000,1
0,2,78.0,22,4,850509.0,152.68,4120000,0
4,3,39.41,24,3,1121116.0,119.74,6830000,1
4,3,32.62,24,3,1121116.0,101.65,5870000,1
4,2,21.89,4,1,830719.0,138.69,5050000,1
4,2,32.62,24,3,1121116.0,85.11,5020000,1
4,3,39.41,24,3,1121116.0,124.29,6830000,1
4,3,39.41,24,3,1121116.0,119.74,6830000,1
4,2,78.0,22,4,1120713.0,142.45,10500000,0
4,2,95.34,23,4,1100630.0,174.38,12000000,0
32,2,80.74,22,4,760112.0,169.4,2520000,0
32,2,170.5,22,4,1110617.0,218.52,15000000,0
12,2,4.25,4,1,840622.0,43.55,1580000,1
12,2,8.62,4,1,840622.0,80.2,2850000,1
12,2,3.52,4,1,840622.0,36.14,1300000,1
4,2,78.0,12,4,640626.0,81.03,8000000,0
12,2,3.52,4,1,840622.0,36.14,1300000,1
12,2,4.25,4,1,840622.0,42.73,1570000,1
12,2,4.25,4,1,840622.0,43.55,1580000,1
12,2,4.25,4,1,840622.0,42.73,1550000,1
12,2,5.58,4,1,840622.0,57.29,2120000,1
4,3,21.08,2,3,880917.0,145.96,6000000,1
12,2,72.96,12,4,660114.0,105.04,2000000,0
32,2,94.1,23,4,1120518.0,177.17,12880000,0
12,2,4.25,4,1,840622.0,43.55,1540000,1
12,2,4.37,4,1,840622.0,42.73,1570000,1
12,2,12.62,4,1,840622.0,129.62,4700000,1
4,3,34.77,24,3,1121116.0,107.58,7400000,1
4,3,29.8,24,3,1121117.0,97.17,6900000,1
4,3,41.87,28,3,1121024.0,143.09,7170000,1
4,2,29.71,28,3,1121024.0,81.21,5460000,1
4,3,41.87,28,3,1121024.0,143.09,7150000,1
4,3,41.87,28,3,1121024.0,143.09,6650000,1
4,2,27.91,28,3,1121024.0,76.26,4460000,1
4,3,38.74,24,3,1121117.0,120.68,8200000,1
4,2,29.8,24,3,1121117.0,76.6,5650000,1
4,3,29.8,24,3,1121117.0,97.17,6660000,1
4,3,29.39,24,3,1121117.0,96.62,5750000,1
4,3,38.74,24,3,1121117.0,120.68,7220000,1
4,3,29.8,24,3,1121117.0,96.86,7000000,1
4,2,29.8,24,3,1121117.0,76.72,5680000,1
4,2,27.91,28,3,1121024.0,76.26,3800000,1
4,3,40.97,28,3,1121024.0,141.21,6800000,1
4,3,40.97,28,3,1121024.0,141.21,6450000,1
4,2,27.91,28,3,1121024.0,76.26,4240000,1
4,3,38.74,24,3,1121117.0,120.68,8670000,1
32,2,92.51,23,4,830112.0,167.28,5500000,0
0,2,94.0,22,4,840331.0,196.8,6700000,0
12,2,7.16,4,1,840622.0,71.87,2400000,1
4,2,169.29,23,4,1111007.0,367.84,35120000,0
12,2,123.73,22,4,970402.0,179.07,8500000,0
32,2,104.92,22,4,720630.0,169.78,2580000,0
12,2,141.31,23,4,830908.0,378.48,21000000,0
0,2,80.0,22,4,1120113.0,167.0,8200000,0
4,2,103.03,23,4,1120130.0,189.22,12600000,0
32,2,97.99,23,4,1111215.0,202.33,13000000,0
4,3,25.28,25,3,1071106.0,91.84,5500000,1
32,2,116.79,23,4,1121019.0,215.54,23200000,0
4,2,107.4,23,4,1120811.0,189.05,17300000,0
12,2,3.52,4,1,840622.0,36.14,1320000,1
0,2,88.67,12,4,1120310.0,111.14,9580000,0
12,2,81.0,12,4,731129.0,100.4,2000000,0
12,2,3.52,4,1,840622.0,36.14,1300000,1
12,2,3.52,4,1,840622.0,36.14,1280000,1
4,3,17.4,24,3,1120331.0,64.35,5300000,1
32,2,215.29,22,4,1120203.0,259.77,18500000,0
32,2,170.79,22,4,1120203.0,209.21,16200000,0
12,2,26.99,25,3,830813.0,118.85,3000000,1
4,2,95.86,22,4,900711.0,121.49,5800000,0
32,2,27.39,24,3,830606.0,95.59,3500000,1
17,2,144.73,22,4,710628.0,166.21,731682,0
32,3,53.44,24,3,1120530.0,122.54,7300000,1
12,2,3.52,4,1,840622.0,36.14,1300000,1
12,2,4.25,4,1,840622.0,42.73,1600000,1
12,2,3.52,4,1,840622.0,36.14,1350000,1
12,2,13.23,4,1,840622.0,128.12,4600000,1
12,2,3.52,4,1,840622.0,36.14,1280000,1
12,2,12.26,4,1,840622.0,119.94,4360000,1
12,2,9.59,4,1,840622.0,92.42,3300000,1
12,2,4.25,4,1,840622.0,42.66,1530000,1
12,2,187.5,22,4,1120717.0,221.51,13980000,0
32,2,88.14,23,4,1120518.0,174.81,13150000,0
4,2,162.0,22,4,1120922.0,223.09,10300000,0
12,2,4.25,4,1,840622.0,43.48,1560000,1
32,2,16.18,27,3,841223.0,93.0,5200000,1
32,3,14.29,27,3,841223.0,90.43,4380000,1
12,2,8.25,4,1,840622.0,84.82,3170000,1
4,3,42.8,24,3,1121117.0,131.45,9200000,1
4,3,29.39,24,3,1121117.0,98.78,7090000,1
4,2,11.93,4,1,830429.0,98.34,3600000,1
4,2,42.8,24,3,1121117.0,111.19,8400000,1
4,3,29.39,24,3,1121117.0,96.62,6860000,1
4,2,98.0,22,4,1120713.0,176.15,12580000,0
32,2,86.23,22,4,1100429.0,136.29,8100000,0
32,2,134.38,22,4,1120612.0,170.2,12000000,0
12,2,4.25,4,1,840622.0,42.73,1550000,1
32,2,134.93,22,4,1120612.0,170.2,12190000,0
4,3,40.97,28,3,1121024.0,138.89,6920000,1
4,3,40.97,28,3,1121024.0,138.89,6490000,1
4,2,27.91,28,3,1121024.0,76.26,4360000,1
4,2,27.91,28,3,1121024.0,76.26,4360000,1
4,3,40.97,28,3,1121024.0,141.21,6590000,1
4,2,27.91,28,3,1121024.0,76.26,4080000,1
4,2,29.71,28,3,1121024.0,80.82,4920000,1
4,3,41.87,28,3,1121024.0,143.09,6580000,1
4,3,40.97,28,3,1121024.0,141.21,6450000,1
4,2,29.71,28,3,1121024.0,80.82,4830000,1
4,3,41.87,28,3,1121024.0,143.09,6980000,1
4,3,41.87,28,3,1121024.0,157.95,7200000,1
32,2,135.06,22,4,1120612.0,175.06,11800000,0
32,2,134.96,22,4,1120612.0,172.97,12380000,0
32,2,135.17,22,4,1120612.0,170.2,12180000,0
32,2,135.61,22,4,1120612.0,170.2,12300000,0
4,2,31.76,24,3,1130207.0,84.92,4700000,1
0,2,78.82,22,4,840510.0,135.07,3800000,0
4,2,43.63,23,2,701121.0,118.76,3000000,0
32,2,100.46,22,4,811029.0,160.38,6500000,0
4,2,95.95,22,4,660410.0,117.76,7580000,0
4,2,147.38,12,4,670714.0,103.54,6300000,0
32,2,602.94,22,4,1080731.0,619.6,22840000,0
0,2,80.0,22,4,810429.0,156.85,6660000,0
12,2,4.25,4,1,840622.0,43.55,1560000,1
17,2,207.28,22,4,740509.0,232.83,2000000,0
12,2,9.08,25,3,840501.0,37.79,1600000,1
4,2,75.0,23,4,761207.0,180.25,2560000,0
32,3,28.16,26,3,850527.0,136.52,5000000,1
12,2,12.14,4,1,840622.0,124.4,4560000,1
12,2,13.11,4,1,840622.0,134.05,4880000,1
7,2,2154.3,1,4,761224.0,334.77,3000000,0
4,2,36.95,24,3,1120223.0,90.63,6100000,1
4,2,81.72,23,4,820611.0,198.85,6800000,0
4,2,65.33,22,4,711012.0,132.0,6750000,0
4,2,76.84,12,4,690416.0,105.02,6700000,0
4,2,80.8,22,4,1110609.0,180.33,14000000,0
4,2,87.62,22,4,1101229.0,181.22,12000000,0
12,2,100.91,22,4,850108.0,148.29,4600000,0
32,2,109.16,23,4,1120802.0,160.76,13500000,0
32,2,95.6,23,4,1120802.0,157.91,12500000,0
32,2,112.05,23,4,1120802.0,193.11,13000000,0
32,2,112.27,23,4,1120802.0,204.52,13500000,0
