鄉鎮市區,交易標的,土地區段位置或建物區門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價每平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,特殊交易備註,備註,電梯,停車位所在樓層,編號
安南區,房地(土地+建物)+車位,臺南市安南區安中路二段71巷50號三樓之3,27.38,其他,,,1130207,土地1建物1車位1,三層,006,華夏,見其他登記事項,鋼筋混凝土造,1121109,122.38,3,1,2,有,有,11860000,99570,坡道平面,20.14,1680000,,,有,1,
安南區,房地(土地+建物)+車位,臺南市安南區安中路二段71巷50號四樓之8,22.32,其他,,,1130202,土地1建物1車位1,四層,006,華夏,見其他登記事項,鋼筋混凝土造,1121109,104.52,2,1,2,有,有,9660000,97964,坡道平面,21.22,1500000,,,有,B1,
安南區,房地(土地+建物)+車位,臺南市安南區梅花一路80號,20.69,其他,,,1091103,土地1建物1車位1,,015,住宅大樓,見其他登記事項,鋼筋混凝土造,1120911,136.04,0,1,1,有,有,8669338,74199,坡道平面,29.98,800000,預售屋、或土地及建物分次登記案件　其主建號建物對應之基地權利範圍,原簽約總價859萬元，面積誤差找補79338元,有,B3,
安南區,土地,淵北段03890000,416.01,其他,,,1130419,土地5建物0車位0,,,,,,,,,,,無,無,1930000,4639,,,,交易含多筆土地，有個別交易價格，本申報書申報之地號　交易含多筆土地，有個別交易價格，本申報書申報之地號　交易含多筆土地，有個別交易價格，本申報書申報之地號　交易含多筆土地，有個別交易價格，本申報書申報之地號　交易含多筆土地，有個別交易價格，本申報書申報之地號,,,,
安南區,土地,溪墘段00360018,12.62,其他,,,1130412,土地1建物0車位0,,,,,,,,,,,無,無,200000,15848,,,,親友、員工、共有人或其他特殊關係間之交易,,,,
安南區,房地(土地+建物),臺南市安南區怡安路一段86號,102.47,其他,,,1130308,土地1建物1車位0,,005,透天厝,住商用,鋼筋混凝土造,0800504,346.6,7,3,4,有,無,7000000,20196,,,,親友、員工、共有人或其他特殊關係間之交易,本件買賣所有稅費雙方約定由買方負擔,無,,
安南區,土地,海西段05060000,10805.82,其他,,,1130413,土地8建物0車位0,,,,,,,,,,,無,無,1280000,118,,,,親友、員工、共有人或其他特殊關係間之交易,,,,
安南區,房地(土地+建物)+車位,臺南市安南區樂活一街76號六樓,18.79,其他,,,1090518,土地1建物1車位1,六層,027,住宅大樓,見其他登記事項,鋼筋混凝土造,1130116,211.55,3,2,2,有,有,11900000,57159,坡道平面,22.6,1100000,預售屋、或土地及建物分次登記案件　交易含多筆土地，有個別交易價格，本申報書申報之地號,,有,B2,
安南區,房地(土地+建物)+車位,臺南市安南區樂活一街72號二十樓,9.98,其他,,,1090327,土地1建物1車位1,二十層,027,住宅大樓,見其他登記事項,鋼筋混凝土造,1130116,112.67,1,1,1,有,有,5870000,55014,坡道機械,16.88,600000,預售屋、或土地及建物分次登記案件　交易含多筆土地，有個別交易價格，本申報書申報之地號,,有,B4,
安南區,房地(土地+建物)+車位,臺南市安南區樂活一街78號九樓,21.72,其他,,,1090607,土地1建物1車位1,九層,027,住宅大樓,見其他登記事項,鋼筋混凝土造,1130116,245.21,3,2,2,有,有,14800000,61542,坡道平面,22.6,1100000,預售屋、或土地及建物分次登記案件　交易含多筆土地，有個別交易價格，本申報書申報之地號,,有,B2,
安南區,房地(土地+建物)+車位,臺南市安南區樂活一街78號十二樓,21.72,其他,,,1090606,土地1建物1車位1,十二層,027,住宅大樓,見其他登記事項,鋼筋混凝土造,1130116,245.21,3,2,2,有,有,14700000,61542,坡道平面,22.6,1000000,預售屋、或土地及建物分次登記案件　交易含多筆土地，有個別交易價格，本申報書申報之地號,,有,B3,
安南區,房地(土地+建物)+車位,臺南市安南區樂活一街76號十四樓,18.79,其他,,,1090607,土地1建物1車位1,十四層,027,住宅大樓,見其他登記事項,鋼筋混凝土造,1130116,211.55,3,2,2,有,有,13000000,62980,坡道平面,22.6,1100000,預售屋、或土地及建物分次登記案件　交易含多筆土地，有個別交易價格，本申報書申報之地號,,有,B2,
安南區,房地(土地+建物)+車位,臺南市安南區樂活一街76號十八樓,18.79,其他,,,1091031,土地1建物1車位1,十八層,027,住宅大樓,見其他登記事項,鋼筋混凝土造,1130116,211.55,3,2,2,有,有,14910000,73089,坡道平面,22.6,1100000,預售屋、或土地及建物分次登記案件　交易含多筆土地，有個別交易價格，本申報書申報之地號,,有,B2,
安南區,房地(土地+建物)+車位,臺南市安南區樂活一街80號三樓,15.85,其他,,,1091018,土地1建物1車位1,三層,027,住宅大樓,見其他登記事項,鋼筋混凝土造,1130116,176.98,2,2,2,有,有,11200000,66072,坡道平面,22.6,1000000,預售屋、或土地及建物分次登記案件　交易含多筆土地，有個別交易價格，本申報書申報之地號,,有,B3,
安南區,房地(土地+建物)+車位,臺南市安南區樂活一街82號八樓,12.92,其他,,,1090309,土地1建物1車位1,八層,027,住宅大樓,見其他登記事項,鋼筋混凝土造,1130116,139.69,2,1,1,有,有,7100000,52097,坡道平面,22.6,1000000,預售屋、或土地及建物分次登記案件　交易含多筆土地，有個別交易價格，本申報書申報之地號,,有,B3,
安南區,房地(土地+建物)+車位,臺南市安南區樂活一街50號十七樓,15.85,其他,,,1090925,土地1建物1車位1,十七層,027,住宅大樓,見其他登記事項,鋼筋混凝土造,1130116,175.96,2,1,2,有,有,10580000,61815,坡道平面,22.6,1100000,預售屋、或土地及建物分次登記案件　交易含多筆土地，有個別交易價格，本申報書申報之地號,,有,B2,
安南區,房地(土地+建物)+車位,臺南市安南區樂活一街58號十二樓,15.85,其他,,,1100726,土地1建物1車位1,十二層,027,住宅大樓,見其他登記事項,鋼筋混凝土造,1130116,175.85,2,2,2,有,有,12380000,73605,坡道平面,22.6,1100000,預售屋、或土地及建物分次登記案件　交易含多筆土地，有個別交易價格，本申報書申報之地號,,有,B2,
安南區,房地(土地+建物)+車位,臺南市安南區樂活一街66號六樓,14.09,其他,,,1090305,土地1建物1車位1,六層,027,住宅大樓,見其他登記事項,鋼筋混凝土造,1130116,155.75,2,2,2,有,有,8070000,53096,坡道平面,22.6,1000000,預售屋、或土地及建物分次登記案件　交易含多筆土地，有個別交易價格，本申報書申報之地號,,有,B3,
安南區,房地(土地+建物),臺南市安南區安和路一段96巷32弄37號,109.15,其他,,,1130403,土地1建物1車位0,,002,透天厝,住家用,加強磚造,0681120,101.14,5,2,3,有,無,9100000,89974,,,,,,無,,
安南區,房地(土地+建物),臺南市安南區安中路四段154巷58弄15號,82.34,其他,,,1130403,土地1建物1車位0,,002,透天厝,住商用,加強磚造,0700124,75.6,2,2,1,有,無,5300000,70106,,,,其他增建,,無,,
安南區,房地(土地+建物),臺南市安南區城北路736巷67弄35號,124.32,其他,,,1130327,土地2建物1車位0,,004,透天厝,見其他登記事項,鋼筋混凝土造,1100628,170.5,4,2,4,有,無,9400000,55132,,,,,,無,,
安南區,土地,公塭段03750000,165.62,其他,,,1130417,土地1建物0車位0,,,,,,,,,,,無,無,1091436,6590,,,,政府機關標讓售,,,,
安南區,房地(土地+建物)+車位,臺南市安南區樂活一街42號九樓,14.09,其他,,,1090229,土地1建物1車位1,九層,027,住宅大樓,見其他登記事項,鋼筋混凝土造,1130116,155.75,2,1,2,有,有,8150000,53697,坡道平面,22.6,1000000,預售屋、或土地及建物分次登記案件　交易含多筆土地，有個別交易價格，本申報書申報之地號,,有,B3,
東區,房地(土地+建物),臺南市東區東寧路226之6號,138,其他,,,1120930,土地1建物1車位0,,002,透天厝,住家用,加強磚造,0640114,126.67,6,2,2,有,無,21880000,172732,,,,頂樓加蓋　其他增建,,無,,
東區,房地(土地+建物)+車位,臺南市東區裕誠街39號八樓之5,61.84,其他,,,1120430,土地1建物1車位2,八層,011,住宅大樓,見其他登記事項,鋼筋混凝土造,1120822,327.93,3,2,2,有,有,39290000,138207,坡道平面,33.4,3200000,預售屋、或土地及建物分次登記案件,,有,B3,
東區,房地(土地+建物),臺南市東區裕農路588之1號四樓,34.89,其他,,,1121030,土地1建物1車位0,四層,004,公寓,住家用,鋼筋混凝土造,0740304,107.37,3,2,2,有,無,3400000,31667,,,,,,無,,
南區,房地(土地+建物),臺南市南區新建路21巷3之1號,35.7,其他,,,1121027,土地1建物1車位0,,005,公寓,見其他登記事項,鋼筋混凝土造,0720718,75.45,3,2,1,有,無,4000000,53015,,,,親友、員工、共有人或其他特殊關係間之交易,,無,,
南區,房地(土地+建物),臺南市南區新興路461巷12之4號,24.83,其他,,,1121107,土地4建物1車位0,,005,公寓,住家用,鋼筋混凝土造,0720602,93.99,3,2,1,有,無,4100000,43621,,,,,,無,,
南區,土地,同安段06550000,200.24,其他,,,1121108,土地1建物0車位0,,,,,,,,,,,無,無,2500000,12485,,,,(包含)公共設施保留地(用地),,,,
南區,房地(土地+建物),臺南市南區國民路567巷5弄13號,69.15,其他,,,1121111,土地2建物1車位0,,004,透天厝,見其他登記事項,鋼筋混凝土造,1000322,166.45,4,2,4,有,無,13880000,83388,,,,陽台外推　其他增建,,無,,
東區,房地(土地+建物),臺南市東區崇善一街109號,160,其他,,,1121119,土地1建物1車位0,,004,透天厝,見其他登記事項,鋼筋混凝土造,1010712,432.34,19,1,19,有,無,39000000,90207,,,,陽台外推　頂樓加蓋　其他增建,,無,,
東區,房地(土地+建物)+車位,臺南市東區仁東街23號十二樓之6,19.43,其他,,,1121112,土地1建物1車位1,十二層,014,住宅大樓,住家用,鋼筋混凝土造,0871218,130.88,4,2,2,有,有,10450000,79843,坡道機械,9.82,,陽台外推,,有,B1,
東區,房地(土地+建物),臺南市東區崇明十三街1號七樓之1、之2、之3,20,其他,,,1121124,土地1建物1車位0,七層,007,華夏,住家用,鋼筋混凝土造,0790201,109.43,5,1,4,有,有,8150000,74479,,,,頂樓加蓋　其他增建,,有,,
東區,房地(土地+建物),臺南市東區長東街108巷67號,76.5,其他,,,1120828,土地3建物1車位0,,004,透天厝,住家用,鋼筋混凝土造,1120817,216.45,5,2,4,有,無,23000000,106260,,,,,,無,,
南區,房地(土地+建物),臺南市南區新興路461巷10弄12號三樓之2,48.48,其他,,,1121031,土地5建物2車位0,三層,005,公寓,住家用,鋼筋混凝土造,0720602,190.24,4,2,2,有,無,7400000,38899,,,,,,無,,
南區,房地(土地+建物)+車位,臺南市南區萬年七街165號十一樓之2,22.97,其他,,,1121118,土地1建物1車位1,十一層,015,住宅大樓,見其他登記事項,見其他登記事項,1070619,121.14,2,2,1,有,有,8200000,67692,坡道平面,24.09,,,,有,B1,
東區,房地(土地+建物)+車位,臺南市東區仁東街21之3號,13.79,其他,,,1121124,土地1建物1車位1,,014,住宅大樓,住家用,鋼筋混凝土造,0871218,92.79,2,2,2,有,有,7000000,75438,坡道機械,9.83,,其他增建,,有,B1,
東區,房地(土地+建物)+車位,臺南市東區中華東路二段169號十二樓之7,6.4,其他,,,1121121,土地2建物1車位1,十二層,014,住宅大樓,住家用,鋼筋混凝土造,0970229,94.87,1,1,1,有,有,6000000,63242,坡道平面,27.82,,,,有,B2,
東區,房地(土地+建物),臺南市東區崇德二十三街5號,88,其他,,,1121203,土地1建物1車位0,,002,透天厝,住家用,鋼筋混凝土造,0750103,124.86,5,4,2,有,無,12350000,98911,,,,頂樓加蓋　其他增建,,無,,
東區,房地(土地+建物),臺南市東區裕興街36號,204.56,其他,,,1121114,土地1建物1車位0,,004,透天厝,見其他登記事項,鋼筋混凝土造,0881028,377.01,4,3,5,有,無,38800000,102915,,,,,,無,,
南區,房地(土地+建物),臺南市南區大成路一段30巷71號,87.77,其他,,,1121122,土地6建物1車位0,,004,透天厝,見其他登記事項,鋼筋混凝土造,1021217,186.75,5,2,4,有,有,18800000,100670,,,,陽台外推　頂樓加蓋　其他增建,,無,,
東區,房地(土地+建物)+車位,臺南市東區崇善路205巷12號,31.42,其他,,,1121205,土地1建物1車位1,,006,華夏,住家用,鋼筋混凝土造,0800112,142.44,4,2,3,有,有,9600000,61780,坡道機械,,800000,其他增建,,有,B1,
東區,房地(土地+建物)+車位,臺南市東區仁東街23號八樓,11.94,其他,,,1121124,土地1建物1車位1,八層,014,住宅大樓,住家用,鋼筋混凝土造,0871218,80.19,2,2,1,有,有,5600000,69836,坡道機械,9.82,,,,有,B1,
東區,房地(土地+建物),臺南市東區立德二路86號,90,其他,,,1121204,土地1建物1車位0,,002,透天厝,住家用,鋼筋混凝土造,0980428,100.37,3,2,2,有,無,16000000,159410,,,,親友、員工、共有人或其他特殊關係間之交易,,無,,
南區,房地(土地+建物)+車位,臺南市南區水交社路80巷40號四樓,31.98,其他,,,1121121,土地1建物1車位1,四層,007,華夏,見其他登記事項,鋼筋混凝土造,1031016,162.94,3,2,2,有,有,13000000,79783,坡道平面,31.21,,陽台外推,,有,B2,
東區,房地(土地+建物)+車位,臺南市東區德東街252號三樓之8,17.94,其他,,,1121130,土地1建物1車位1,三層,007,華夏,住家用,鋼筋混凝土造,0820308,100.76,3,2,2,有,有,5830000,57863,坡道機械,,,其他增建,,有,B1,
東區,房地(土地+建物),臺南市東區裕農路27之10號,17.8,其他,,,1121207,土地1建物1車位0,,013,住宅大樓,住家用,鋼筋混凝土造,0830201,118.96,3,2,2,有,有,7500000,63045,,,,其他增建,,有,,
南區,房地(土地+建物),臺南市南區大同路二段482巷175號,62,其他,,,1121204,土地1建物1車位0,,002,透天厝,住家用,加強磚造,0731116,88.07,5,2,2,有,無,6450000,73237,,,,頂樓加蓋　其他增建,,無,,
東區,房地(土地+建物),臺南市東區東門路一段61號六樓之12,3.94,其他,,,1121130,土地2建物1車位0,六層,007,華夏,住家用,鋼筋混凝土造,0790102,26.29,1,1,1,有,有,1300000,49453,,,,陽台外推,,有,,
東區,房地(土地+建物),臺南市東區中華東路三段483號,81.86,其他,,,1121026,土地3建物1車位0,,002,透天厝,住家用,加強磚造,0570130,78.07,2,2,2,有,無,4800000,61483,,,,其他增建,,無,,
南區,房地(土地+建物),臺南市南區體育路43巷71之4號,39.1,其他,,,1121208,土地3建物1車位0,,005,公寓,住家用,鋼筋混凝土造,0700911,101.99,3,2,2,有,無,4200000,41181,,,,,,無,,
東區,房地(土地+建物),臺南市東區林森路二段192巷123號,59,其他,,,1121209,土地1建物1車位0,,002,透天厝,住家用,加強磚造,0610315,79.28,4,2,2,有,無,7150000,90187,,,,頂樓加蓋　其他增建,,無,,
南區,房地(土地+建物)+車位,臺南市南區興昌路61號八樓,19.45,其他,,,1121209,土地1建物1車位2,八層,014,住宅大樓,見其他登記事項,鋼筋混凝土造,1050314,210.51,3,2,2,有,有,15000000,71256,坡道平面,42.99,,陽台外推,,有,B2,
南區,房地(土地+建物),臺南市南區中華西路一段42巷6號五樓,33.76,其他,,,1121207,土地2建物1車位0,五層,005,公寓,見其他登記事項,鋼筋混凝土造,0720803,93.38,3,2,2,有,無,3700000,39623,,,,,,無,,
南區,房地(土地+建物),臺南市南區文南路342巷6之1號,28.11,其他,,,1121128,土地1建物1車位0,,005,公寓,住家用,鋼筋混凝土造,0750507,89.25,3,2,2,有,無,5800000,64985,,,,,,無,,
南區,土地,新興段02210000,3821,其他,,,1121212,土地3建物0車位0,,,,,,,,,,,無,無,508574000,133100,,,,,,,,
南區,房地(土地+建物),臺南市南區大同路二段482巷74弄8號,52,其他,,,1121202,土地1建物1車位0,,002,透天厝,住家用,加強磚造,0690911,67.06,6,1,2,有,無,6300000,93946,,,,其他增建,,無,,
東區,房地(土地+建物),臺南市東區裕誠街55號,206.09,其他,,,1121205,土地1建物1車位0,,005,透天厝,見其他登記事項,見其他登記事項,1110412,448.57,4,3,7,有,無,66000000,147134,,,,其他增建,,無,,
東區,房地(土地+建物)+車位,臺南市東區中華東路二段167號十二樓之13,2.99,其他,,,1121202,土地2建物1車位1,十二層,014,住宅大樓,住家用,鋼筋混凝土造,0970229,59.58,1,0,1,有,有,3700000,62102,坡道平面,27.82,,,,有,B4,
南區,房地(土地+建物),臺南市南區埕路148號,112.01,其他,,,1121201,土地2建物1車位0,,003,透天厝,住家用,鋼筋混凝土造,0720517,201.93,5,2,3,有,無,6000000,29713,,,,,,無,,
南區,房地(土地+建物),臺南市南區三官路183號四樓之2,9.49,其他,,,1121213,土地3建物1車位0,四層,007,華夏,住家用,鋼筋混凝土造,0820813,62.52,2,2,2,有,無,4100000,65583,,,,,,有,,
東區,房地(土地+建物),臺南市東區東光路二段25巷22號,74,其他,,,1121106,土地2建物1車位0,,002,透天厝,住家用,加強磚造,0651204,81.92,3,1,2,有,無,11560000,141113,,,,頂樓加蓋,,無,,
南區,房地(土地+建物),臺南市南區永興一街11號二樓之2,6.78,其他,,,1121130,土地2建物1車位0,二層,008,華夏,商業用,鋼筋混凝土造,0820611,53.04,2,1,1,有,有,3080000,58068,,,,,,有,,
東區,房地(土地+建物),臺南市東區崇明十三街3號六樓之3,4,其他,,,1121216,土地1建物1車位0,六層,007,華夏,住家用,鋼筋混凝土造,0790201,23.57,1,0,1,有,有,1900000,80610,,,,,,有,,
東區,房地(土地+建物),臺南市東區德高街114號,118,其他,,,1121001,土地1建物1車位0,,002,透天厝,住商用,加強磚造,0750217,149.15,5,2,2,有,無,11500000,77104,,,,頂樓加蓋　其他增建,,無,,
南區,房地(土地+建物),臺南市南區金華路二段345巷8弄8號,94.28,其他,,,1121120,土地1建物1車位0,,003,透天厝,住家用,加強磚造,0620314,226.8,4,2,5,有,無,19500000,85979,,,,陽台外推　頂樓加蓋,,無,,
東區,房地(土地+建物),臺南市東區崇學路20巷2號六樓之3,11.52,其他,,,1121124,土地1建物1車位0,六層,021,住宅大樓,住家用,鋼筋混凝土造,0800620,123.8,3,2,2,有,有,9200000,74314,,,,,,有,,
東區,房地(土地+建物),臺南市東區崇明九街13號,77,其他,,,1121128,土地1建物1車位0,,002,透天厝,住家用,鋼筋混凝土造,0760120,111.79,4,2,3,有,無,17300000,154754,,,,頂樓加蓋　其他增建,,無,,
南區,房地(土地+建物)+車位,臺南市南區萬年五街353號十二樓,27.05,其他,,,1121125,土地1建物1車位1,十二層,015,住宅大樓,見其他登記事項,鋼筋混凝土造,1060905,149.85,2,2,2,有,有,10300000,68735,坡道平面,24.43,,,,有,B1,
東區,房地(土地+建物),臺南市東區小東路246號六樓之1,7.32,其他,,,1121214,土地1建物1車位0,六層,025,住宅大樓,住家用,鋼筋混凝土造,0840106,142.24,3,2,2,有,有,7500000,52728,,,,,,有,,
南區,土地,大忠段07470000,17.9,其他,,,1121023,土地1建物0車位0,,,,,,,,,,,無,無,223350,12480,,,,(包含)公共設施保留地(用地),,,,
東區,土地,府東段08380000,80.26,其他,,,1121029,土地2建物0車位0,,,,,,,,,,,無,無,8600000,107152,,,,未登記建物,,,,
東區,房地(土地+建物)+車位,臺南市東區長榮路一段83號十二樓,39.99,其他,,,1121207,土地3建物1車位2,十二層,015,住宅大樓,住家用,鋼筋混凝土造,1000520,432.82,4,3,3,有,有,45000000,103969,坡道平面,29.72,,,,有,B2,
南區,房地(土地+建物),臺南市南區健康路二段53巷13號三樓之1,5.95,其他,,,1121126,土地3建物1車位0,三層,004,公寓,住家用,鋼筋混凝土造,0801231,26.14,1,1,1,有,無,970000,37105,,,,陽台外推,,無,,
東區,房地(土地+建物),臺南市東區東門路一段354號四樓,30.53,其他,,,1120915,土地1建物1車位0,四層,011,住宅大樓,商業用,鋼筋混凝土造,0790720,336.53,0,0,1,有,有,15000000,44573,,,,,,有,,
南區,房地(土地+建物)+車位,臺南市南區大同路二段104號十樓之5,35.83,其他,,,1121219,土地1建物1車位1,十層,013,住宅大樓,見其他登記事項,鋼筋混凝土造,0881021,148.53,3,2,2,有,有,6880000,46322,坡道平面,,,,,有,B1,
東區,房地(土地+建物),臺南市東區裕農路389巷3弄19號三樓,32.83,其他,,,1121129,土地1建物1車位0,三層,005,公寓,住家用,鋼筋混凝土造,0760327,112.65,3,2,2,有,無,6000000,53263,,,,親友、員工、共有人或其他特殊關係間之交易,,無,,
東區,房地(土地+建物),臺南市東區生產路281號九樓,12.05,其他,,,1121214,土地1建物1車位0,九層,012,住宅大樓,住家用,鋼筋混凝土造,0890621,102.11,3,2,2,有,有,7560000,74035,,,,,,有,,
南區,房地(土地+建物),臺南市南區灣裡路88巷135之1號,73,其他,,,1121203,土地1建物1車位0,,003,透天厝,見其他登記事項,見其他登記事項,1120601,165.05,4,2,3,有,無,15300000,92699,,,,,,無,,
南區,房地(土地+建物),臺南市南區灣裡路88巷135之3號,89,其他,,,1121205,土地1建物1車位0,,003,透天厝,住家用,見其他登記事項,1120601,166.21,4,2,3,有,無,15680000,94338,,,,,,無,,
南區,房地(土地+建物),臺南市南區灣裡路88巷135號,84,其他,,,1121121,土地1建物1車位0,,003,透天厝,住家用,見其他登記事項,1120601,168.3,4,2,4,有,無,15500000,92097,,,,,,無,,
東區,房地(土地+建物),臺南市東區莊敬路118號十四樓之1,15.65,其他,,,1121202,土地1建物1車位0,十四層,017,住宅大樓,住家用,鋼筋混凝土造,0790803,148.61,4,2,2,有,有,6320000,42528,,,,,,有,,
東區,房地(土地+建物),臺南市東區崇善十一街12巷17弄8之3號,18.61,其他,,,1121210,土地1建物1車位0,,005,公寓,住家用,鋼筋混凝土造,0701222,83.38,3,2,2,有,無,4350000,52174,,,,,,無,,
南區,房地(土地+建物),臺南市南區國民路449之1號,247.94,其他,,,1121130,土地1建物1車位0,,001,透天厝,見其他登記事項,見其他登記事項,1010730,31.35,2,1,3,有,無,13480000,429984,,,,未登記建物,,無,,
東區,房地(土地+建物),臺南市東區長榮路二段32巷90號二樓,18.6,其他,,,1121206,土地1建物1車位0,二層,005,公寓,住家用,鋼筋混凝土造,0701224,75.75,2,2,1,有,無,2980000,39339,,,,,,無,,
南區,房地(土地+建物)+車位,臺南市南區萬年三街258號五樓,23.99,其他,,,1121123,土地1建物1車位1,五層,015,住宅大樓,見其他登記事項,鋼筋混凝土造,1050527,141.38,2,2,2,有,有,10000000,70729,坡道平面,14.18,,親友、員工、共有人或其他特殊關係間之交易,,有,B2,
南區,房地(土地+建物),臺南市南區省躬三街116號,102,其他,,,1121208,土地3建物1車位0,,002,透天厝,住商用,加強磚造,0700609,112.01,3,2,2,有,無,7800000,69637,,,,頂樓加蓋,,無,,
南區,土地,南豐段03020000,38.84,其他,,,1121114,土地1建物0車位0,,,,,,,,,,,無,無,1527318,39325,,,,,,,,
東區,房地(土地+建物),臺南市東區東門路一段61號七樓之12,3.94,其他,,,1121222,土地2建物1車位0,七層,007,華夏,住家用,鋼筋混凝土造,0790102,26.29,1,0,1,有,有,1460000,55540,,,,陽台外推,,有,,
南區,房地(土地+建物),臺南市南區灣裡路88巷139弄1號,84.6,其他,,,1121221,土地2建物1車位0,,003,透天厝,見其他登記事項,見其他登記事項,1120601,171.06,5,2,3,有,無,14600000,85350,,,,,,無,,
南區,房地(土地+建物)+車位,臺南市南區大成路一段96號五樓之5,26.49,其他,,,1121211,土地3建物1車位1,五層,007,華夏,見其他登記事項,鋼筋混凝土造,1051201,155.36,3,2,2,有,有,12950000,83355,坡道平面,25.33,,,,有,B2,
東區,房地(土地+建物)+車位,臺南市東區林森路一段149號十四樓之10,24.95,其他,,,1121002,土地2建物1車位1,十四層,022,住宅大樓,商業用,鋼筋混凝土造,0800111,412.26,5,1,2,有,有,19300000,46815,坡道平面,,,,房屋土地拆分價格如下：　房屋價金：金額為新台幣8，685，000元整　土地價金：金額為新台幣10，615，000元整,有,B3,
東區,房地(土地+建物)+車位,臺南市東區崇善五街7巷2號二樓,39.13,其他,,,1121117,土地1建物1車位1,二層,013,住宅大樓,住家用,見其他登記事項,0951122,169.21,4,2,2,有,有,15300000,90419,坡道平面,23.95,,,,有,B1,
南區,房地(土地+建物),臺南市南區大同路二段656巷19號,68.31,其他,,,1121215,土地1建物1車位0,,002,透天厝,住家用,加強磚造,0670608,98,5,2,3,有,無,6800000,69388,,,,陽台外推　頂樓加蓋,,無,,
南區,房地(土地+建物)+車位,臺南市南區新建路37巷6號三樓,34.78,其他,,,1121117,土地1建物1車位1,三層,012,住宅大樓,見其他登記事項,鋼筋混凝土造,0851108,184.63,4,2,2,有,有,7600000,41164,坡道平面,,,,,有,B2,
東區,房地(土地+建物)+車位,臺南市東區林森路二段192巷36弄3號七樓,23.23,其他,,,1121221,土地1建物1車位1,七層,007,華夏,住家用,鋼筋混凝土造,0840510,118.62,4,1,4,有,無,5800000,48894,一樓平面,,,,,有,,
東區,房地(土地+建物)+車位,臺南市東區德東街398號三樓之1,23.68,其他,,,1090314,土地1建物1車位1,三層,015,住宅大樓,見其他登記事項,鋼筋混凝土造,1130108,158.73,3,2,2,有,有,7900000,55658,坡道平面,35.66,1050000,預售屋、或土地及建物分次登記案件　其主建號建物對應之基地權利範圍,,有,B3,
東區,房地(土地+建物)+車位,臺南市東區德東街398號五樓之1,23.68,其他,,,1090320,土地1建物1車位1,五層,015,住宅大樓,見其他登記事項,鋼筋混凝土造,1130108,158.73,3,2,2,有,有,8400000,58096,坡道平面,35.66,1250000,預售屋、或土地及建物分次登記案件　其主建號建物對應之基地權利範圍,,有,B2,
東區,房地(土地+建物)+車位,臺南市東區德東街398號七樓之1,23.68,其他,,,1100321,土地1建物1車位1,七層,015,住宅大樓,見其他登記事項,鋼筋混凝土造,1130108,158.73,3,2,2,有,有,9610000,68334,坡道平面,35.66,1200000,預售屋、或土地及建物分次登記案件　其主建號建物對應之基地權利範圍,,有,B3,
東區,房地(土地+建物)+車位,臺南市東區德東街398號八樓之1,23.68,其他,,,1100314,土地1建物1車位1,八層,015,住宅大樓,見其他登記事項,鋼筋混凝土造,1130108,158.73,3,2,2,有,有,9800000,68253,坡道平面,35.66,1400000,預售屋、或土地及建物分次登記案件　其主建號建物對應之基地權利範圍,,有,B1,
東區,房地(土地+建物)+車位,臺南市東區德東街398號十樓之1,23.68,其他,,,1100131,土地1建物1車位1,十層,015,住宅大樓,見其他登記事項,鋼筋混凝土造,1130108,158.73,3,2,2,有,有,9580000,67684,坡道平面,35.66,1250000,預售屋、或土地及建物分次登記案件　其主建號建物對應之基地權利範圍,,有,B2,
東區,房地(土地+建物),臺南市東區林森路二段192巷88弄30號,42.5,其他,,,1121122,土地2建物1車位0,,004,公寓,住家用,鋼筋混凝土造,0720729,99.28,3,2,2,有,無,7650000,77059,,,,,,無,,
東區,房地(土地+建物)+車位,臺南市東區德東街398號十一樓之1,23.68,其他,,,1090801,土地1建物1車位1,十一層,015,住宅大樓,見其他登記事項,鋼筋混凝土造,1130108,158.73,3,2,2,有,有,8700000,61346,坡道平面,35.66,1150000,預售屋、或土地及建物分次登記案件　其主建號建物對應之基地權利範圍,,有,B3,
東區,房地(土地+建物)+車位,臺南市東區德東街398號十三樓之1,23.68,其他,,,1090606,土地1建物1車位1,十三層,015,住宅大樓,見其他登記事項,鋼筋混凝土造,1130108,158.73,3,2,2,有,有,8520000,60696,坡道平面,35.66,1050000,預售屋、或土地及建物分次登記案件　其主建號建物對應之基地權利範圍,,有,B3,
東區,房地(土地+建物)+車位,臺南市東區德東街398號二樓之2,23.81,其他,,,1100403,土地1建物1車位1,二層,015,住宅大樓,見其他登記事項,鋼筋混凝土造,1130108,159.43,3,2,2,有,有,9000000,63022,坡道平面,35.66,1200000,預售屋、或土地及建物分次登記案件　其主建號建物對應之基地權利範圍,,有,B3,
