鄉鎮市區,交易標的,土地區段位置或建物區門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價每平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,特殊交易備註,備註,電梯,停車位所在樓層,編號
安平區,房地(土地+建物),臺南市安平區州平二街38之12號,115.13,其他,,,1110214,土地2建物1車位0,,004,透天厝,見其他登記事項,鋼筋混凝土造,1120616,273.59,5,2,5,有,有,23680000,86554,,,,預售屋、或土地及建物分次登記案件,,無,,
安平區,房地(土地+建物),臺南市安平區州平二街38之10號,92.5,其他,,,1110219,土地2建物1車位0,,004,透天厝,見其他登記事項,鋼筋混凝土造,1120616,234.84,5,2,5,有,有,18200000,77500,,,,陽台外推　其他增建　預售屋、或土地及建物分次登記案件,本件為預售屋權利轉讓，移轉後價格為新台幣1820萬元整。,無,,
安平區,房地(土地+建物),臺南市安平區州平二街38之7號,88.51,其他,,,1110106,土地2建物1車位0,,004,透天厝,見其他登記事項,鋼筋混凝土造,1120616,194.1,5,2,4,有,有,15980000,82330,,,,陽台外推　其他增建　預售屋、或土地及建物分次登記案件,,無,,
安平區,房地(土地+建物),臺南市安平區州平二街38之6號,129.1,其他,,,1110709,土地2建物1車位0,,004,透天厝,見其他登記事項,鋼筋混凝土造,1120616,259.43,5,2,5,有,有,20000000,77093,,,,預售屋、或土地及建物分次登記案件,,無,,
安平區,房地(土地+建物),臺南市安平區州平二街38之3號,92.73,其他,,,1110806,土地2建物1車位0,,004,透天厝,見其他登記事項,鋼筋混凝土造,1120616,234.84,5,2,5,有,有,17900000,76223,,,,陽台外推　其他增建　預售屋、或土地及建物分次登記案件,,無,,
北區,房地(土地+建物),臺南市北區文成一路148號,84.6,其他,,,1121110,土地1建物1車位0,,005,透天厝,住商用,鋼筋混凝土造,0881004,234.98,4,2,3,有,無,24000000,102136,,,,,,無,,
中西區,房地(土地+建物),臺南市中西區武聖路69巷101號,70.58,其他,,,1121110,土地1建物1車位0,,002,透天厝,住商用,加強磚造,0650708,113.74,3,1,2,有,無,8000000,70336,,,,親友、員工、共有人或其他特殊關係間之交易,,無,,
安平區,房地(土地+建物)+車位,臺南市安平區永華路二段651號六樓之8,13.14,其他,,,1110614,土地1建物1車位1,六層,022,住宅大樓,見其他登記事項,鋼筋混凝土造,1121108,137.66,2,2,2,有,有,11700000,89836,坡道平面,28.02,1850000,預售屋、或土地及建物分次登記案件　其主建號建物對應之基地權利範圍,本案於112年9月5日讓渡，其權利契約買賣價格不變,有,B2,
安平區,房地(土地+建物)+車位,臺南市安平區永華路二段651號六樓之2,8.92,其他,,,1120414,土地1建物1車位1,六層,022,住宅大樓,見其他登記事項,鋼筋混凝土造,1121108,93.74,2,2,2,有,有,8600000,99070,坡道機械,18.54,1150000,預售屋、或土地及建物分次登記案件　其主建號建物對應之基地權利範圍,,有,B4,
安平區,房地(土地+建物)+車位,臺南市安平區永華路二段663號五樓之8,12.97,其他,,,1110707,土地1建物1車位1,五層,022,住宅大樓,見其他登記事項,鋼筋混凝土造,1121108,135.6,2,2,2,有,有,11700000,90292,坡道平面,25.96,1800000,預售屋、或土地及建物分次登記案件　其主建號建物對應之基地權利範圍,,有,B2,
安平區,房地(土地+建物)+車位,臺南市安平區建平七街550號五樓之11,8.76,其他,,,1090829,土地1建物1車位1,五層,022,住宅大樓,見其他登記事項,鋼筋混凝土造,1121108,92.49,2,2,2,有,有,5850000,66534,坡道機械,18.54,930000,預售屋、或土地及建物分次登記案件　其主建號建物對應之基地權利範圍,,有,B4,
安平區,房地(土地+建物)+車位,臺南市安平區永華路二段663號四樓之3,8.92,其他,,,1110306,土地1建物1車位1,四層,022,住宅大樓,見其他登記事項,鋼筋混凝土造,1121108,93.95,2,2,2,有,有,7750000,88848,坡道機械,18.54,1050000,預售屋、或土地及建物分次登記案件　其主建號建物對應之基地權利範圍,,有,B3,
安平區,房地(土地+建物)+車位,臺南市安平區建平七街550號三樓之2,9.67,其他,,,1120206,土地1建物1車位1,三層,022,住宅大樓,見其他登記事項,鋼筋混凝土造,1121108,101.42,2,2,2,有,有,9350000,97408,坡道平面,25.96,2000000,預售屋、或土地及建物分次登記案件　其主建號建物對應之基地權利範圍,本案於112年9月8日讓渡，其權利契約買賣價格不變,有,B2,
安平區,房地(土地+建物)+車位,臺南市安平區永華路二段651號二樓之7,14.62,其他,,,1120902,土地1建物1車位1,二層,022,住宅大樓,見其他登記事項,鋼筋混凝土造,1121108,153.09,2,2,2,有,有,14580000,98951,坡道平面,25.96,2000000,預售屋、或土地及建物分次登記案件　其主建號建物對應之基地權利範圍,,有,B2,
安平區,房地(土地+建物)+車位,臺南市安平區永華路二段663號二樓之1,8.92,其他,,,1120211,土地1建物1車位1,二層,022,住宅大樓,見其他登記事項,鋼筋混凝土造,1121108,93.83,2,2,2,有,有,8400000,96295,坡道機械,18.54,1150000,預售屋、或土地及建物分次登記案件　其主建號建物對應之基地權利範圍,,有,B4,
安平區,房地(土地+建物)+車位,臺南市安平區建平七街550號二樓之11,8.76,其他,,,1100117,土地1建物1車位1,二層,022,住宅大樓,見其他登記事項,鋼筋混凝土造,1121108,92.49,2,2,2,有,有,6450000,73971,坡道機械,18.54,980000,預售屋、或土地及建物分次登記案件　其主建號建物對應之基地權利範圍,本案於112年9月15日讓渡，其權利契約買賣價格不變,有,B4,
安平區,房地(土地+建物)+車位,臺南市安平區永華路二段663號六樓之8,12.97,其他,,,1090712,土地1建物1車位1,六層,022,住宅大樓,見其他登記事項,鋼筋混凝土造,1121108,135.6,2,2,2,有,有,8600000,65211,坡道平面,25.96,1450000,預售屋、或土地及建物分次登記案件　其主建號建物對應之基地權利範圍,,有,B4,
安平區,房地(土地+建物)+車位,臺南市安平區永華路二段663號六樓之6,11.73,其他,,,1091107,土地1建物1車位1,六層,022,住宅大樓,見其他登記事項,鋼筋混凝土造,1121108,123.56,2,2,2,有,有,8500000,70027,坡道平面,24.31,1550000,預售屋、或土地及建物分次登記案件　其主建號建物對應之基地權利範圍,,有,B3,
安平區,房地(土地+建物)+車位,臺南市安平區永華路二段663號六樓之7,14.62,其他,,,1100411,土地1建物1車位1,六層,022,住宅大樓,見其他登記事項,鋼筋混凝土造,1121108,153.09,2,2,2,有,有,11600000,77477,坡道平面,25.96,1750000,預售屋、或土地及建物分次登記案件　其主建號建物對應之基地權利範圍,本案於111年3月25日讓渡，其權利契約買賣價格1220萬元,有,B2,
安平區,房地(土地+建物)+車位,臺南市安平區建平七街550號六樓之5,8.68,其他,,,1100303,土地1建物1車位1,六層,022,住宅大樓,見其他登記事項,鋼筋混凝土造,1121108,91.59,2,2,2,有,有,6580000,75980,坡道機械,18.54,1030000,預售屋、或土地及建物分次登記案件　其主建號建物對應之基地權利範圍,本案於111年2月11日讓渡，其權利契約買賣價格不變,有,B3,
安平區,房地(土地+建物)+車位,臺南市安平區建平七街550號六樓之11,8.76,其他,,,1100123,土地1建物1車位1,六層,022,住宅大樓,見其他登記事項,鋼筋混凝土造,1121108,92.49,2,2,2,有,有,6550000,75324,坡道機械,18.54,980000,預售屋、或土地及建物分次登記案件　其主建號建物對應之基地權利範圍,,有,B4,
安平區,房地(土地+建物)+車位,臺南市安平區永華路二段651號七樓之1,8.92,其他,,,1100714,土地1建物1車位1,七層,022,住宅大樓,見其他登記事項,鋼筋混凝土造,1121108,93.83,0,2,2,有,有,6580000,72387,坡道機械,18.54,1130000,預售屋、或土地及建物分次登記案件　其主建號建物對應之基地權利範圍,本案於111年5月10日讓渡，其權利契約買賣價格不變,有,B3,
安平區,房地(土地+建物)+車位,臺南市安平區永華路二段651號七樓之5,8.76,其他,,,1111026,土地1建物1車位1,七層,022,住宅大樓,見其他登記事項,鋼筋混凝土造,1121108,92.69,0,2,2,有,有,6530000,72828,坡道機械,18.54,1130000,預售屋、或土地及建物分次登記案件　其主建號建物對應之基地權利範圍,,有,B3,
安平區,房地(土地+建物)+車位,臺南市安平區永華路二段651號七樓之10,12.97,其他,,,1101009,土地1建物1車位1,七層,022,住宅大樓,見其他登記事項,鋼筋混凝土造,1121108,135.39,0,2,2,有,有,10950000,84069,坡道平面,25.96,1750000,預售屋、或土地及建物分次登記案件　其主建號建物對應之基地權利範圍,本案於112年8月26日讓渡，其權利契約買賣價格不變,有,B2,
安平區,房地(土地+建物)+車位,臺南市安平區永華路二段663號七樓之2,8.84,其他,,,1101018,土地1建物1車位1,七層,022,住宅大樓,見其他登記事項,鋼筋混凝土造,1121108,93.69,0,2,2,有,有,7300000,82103,坡道機械,18.54,1130000,預售屋、或土地及建物分次登記案件　其主建號建物對應之基地權利範圍,,有,B3,
安平區,房地(土地+建物)+車位,臺南市安平區永華路二段663號七樓之8,12.81,其他,,,1100917,土地1建物1車位1,七層,022,住宅大樓,見其他登記事項,鋼筋混凝土造,1121108,133.96,0,2,2,有,有,10820000,83633,坡道平面,24.31,1650000,預售屋、或土地及建物分次登記案件　其主建號建物對應之基地權利範圍,本案於112年8月2日讓渡，其權利契約買賣價格1088萬元,有,B2,
安平區,房地(土地+建物)+車位,臺南市安平區建平七街560號七樓之3,8.76,其他,,,1111219,土地1建物1車位1,七層,022,住宅大樓,見其他登記事項,鋼筋混凝土造,1121108,92.41,0,2,2,有,有,8050000,94764,坡道機械,18.54,1050000,預售屋、或土地及建物分次登記案件　其主建號建物對應之基地權利範圍,,有,B4,
安平區,房地(土地+建物)+車位,臺南市安平區建平七街550號七樓之2,8.92,其他,,,1091011,土地1建物1車位1,七層,022,住宅大樓,見其他登記事項,鋼筋混凝土造,1121108,94,0,2,2,有,有,6060000,67321,坡道機械,18.54,980000,預售屋、或土地及建物分次登記案件　其主建號建物對應之基地權利範圍,本案於112年9月5日讓渡，其權利契約買賣價格不變,有,B4,
安平區,房地(土地+建物)+車位,臺南市安平區建平七街550號七樓之10,8.76,其他,,,1100515,土地1建物1車位1,七層,022,住宅大樓,見其他登記事項,鋼筋混凝土造,1121108,92.72,0,2,2,有,有,6580000,75495,坡道機械,18.54,980000,預售屋、或土地及建物分次登記案件　其主建號建物對應之基地權利範圍,本案於112年9月11日讓渡，其權利契約買賣價格不變,有,B4,
安平區,房地(土地+建物)+車位,臺南市安平區建平七街550號七樓之11,8.76,其他,,,1100221,土地1建物1車位1,七層,022,住宅大樓,見其他登記事項,鋼筋混凝土造,1121108,92.49,0,2,2,有,有,6420000,72213,坡道機械,18.54,1080000,預售屋、或土地及建物分次登記案件　其主建號建物對應之基地權利範圍,,有,B4,
安平區,房地(土地+建物)+車位,臺南市安平區永華路二段651號八樓之1,8.92,其他,,,1081124,土地1建物1車位1,八層,022,住宅大樓,見其他登記事項,鋼筋混凝土造,1121108,93.83,0,2,2,有,有,5520000,62027,坡道機械,18.54,850000,預售屋、或土地及建物分次登記案件　其主建號建物對應之基地權利範圍,,有,B4,
安平區,房地(土地+建物)+車位,臺南市安平區建平七街550號八樓之3,8.68,其他,,,1100317,土地1建物1車位1,八層,022,住宅大樓,見其他登記事項,鋼筋混凝土造,1121108,91.86,0,2,2,有,有,6480000,75018,坡道機械,18.54,980000,預售屋、或土地及建物分次登記案件　其主建號建物對應之基地權利範圍,,有,B4,
安平區,房地(土地+建物)+車位,臺南市安平區建平七街550號八樓之9,8.76,其他,,,1101114,土地1建物1車位1,八層,022,住宅大樓,見其他登記事項,鋼筋混凝土造,1121108,92.38,0,2,2,有,有,7200000,82885,坡道機械,18.54,1080000,預售屋、或土地及建物分次登記案件　其主建號建物對應之基地權利範圍,本案於112年9月2日讓渡，其權利契約買賣價格不變,有,B4,
安平區,房地(土地+建物)+車位,臺南市安平區永華路二段651號九樓之9,13.14,其他,,,1100710,土地1建物1車位1,九層,022,住宅大樓,見其他登記事項,鋼筋混凝土造,1121108,137.68,0,2,2,有,有,9930000,75047,坡道平面,28.02,1700000,預售屋、或土地及建物分次登記案件　其主建號建物對應之基地權利範圍,本案於111年4月13日讓渡，其權利契約買賣價格不變,有,B3,
安平區,房地(土地+建物)+車位,臺南市安平區永華路二段663號九樓之2,8.84,其他,,,1101118,土地1建物1車位1,九層,022,住宅大樓,見其他登記事項,鋼筋混凝土造,1121108,93.69,0,2,2,有,有,7350000,82768,坡道機械,18.54,1130000,預售屋、或土地及建物分次登記案件　其主建號建物對應之基地權利範圍,,有,B3,
安平區,房地(土地+建物)+車位,臺南市安平區永華路二段663號九樓之3,8.92,其他,,,1120325,土地1建物1車位1,九層,022,住宅大樓,見其他登記事項,鋼筋混凝土造,1121108,93.95,0,2,2,有,有,8250000,94816,坡道機械,18.54,1100000,預售屋、或土地及建物分次登記案件　其主建號建物對應之基地權利範圍,,有,B4,
安平區,房地(土地+建物)+車位,臺南市安平區建平七街550號九樓之7,8.68,其他,,,1091102,土地1建物1車位1,九層,022,住宅大樓,見其他登記事項,鋼筋混凝土造,1121108,91.88,0,2,2,有,有,6150000,69816,坡道機械,18.54,1030000,預售屋、或土地及建物分次登記案件　其主建號建物對應之基地權利範圍,本案於111年4月1日讓渡，其權利契約買賣價格673萬元,有,B3,
安平區,房地(土地+建物)+車位,臺南市安平區建平七街550號九樓之11,8.76,其他,,,1081119,土地1建物1車位1,九層,022,住宅大樓,見其他登記事項,鋼筋混凝土造,1121108,92.49,0,2,2,有,有,5450000,63559,坡道機械,18.54,750000,預售屋、或土地及建物分次登記案件　其主建號建物對應之基地權利範圍,本案於110年2月27日讓渡，其權利契約買賣價格不變,有,B4,
安平區,房地(土地+建物)+車位,臺南市安平區永華路二段651號十樓之1,8.92,其他,,,1100715,土地1建物1車位1,十層,022,住宅大樓,見其他登記事項,鋼筋混凝土造,1121108,93.83,0,2,2,有,有,6650000,73317,坡道機械,18.54,1130000,預售屋、或土地及建物分次登記案件　其主建號建物對應之基地權利範圍,本案於112年2月17日讓渡，其權利契約買賣價格不變,有,B3,
安平區,房地(土地+建物)+車位,臺南市安平區永華路二段651號十樓之7,14.62,其他,,,1100514,土地1建物1車位1,十層,022,住宅大樓,見其他登記事項,鋼筋混凝土造,1121108,153.09,0,2,2,有,有,11750000,78657,坡道平面,25.96,1750000,預售屋、或土地及建物分次登記案件　其主建號建物對應之基地權利範圍,本案於110年6月21日讓渡，其權利契約買賣價格不變,有,B2,
安平區,房地(土地+建物)+車位,臺南市安平區永華路二段651號十二樓之1,8.92,其他,,,1100727,土地1建物1車位1,十二層,022,住宅大樓,見其他登記事項,鋼筋混凝土造,1121108,93.83,0,2,2,有,有,6700000,75309,坡道機械,18.54,1030000,預售屋、或土地及建物分次登記案件　其主建號建物對應之基地權利範圍,1.本案於112年4月21日讓渡，其權利契約買賣價格676萬元　2.本案於112年8月15日讓渡，其權利契約買賣價格不變,有,B4,
安平區,房地(土地+建物)+車位,臺南市安平區永華路二段651號十二樓之2,8.92,其他,,,1100726,土地1建物1車位1,十二層,022,住宅大樓,見其他登記事項,鋼筋混凝土造,1121108,93.74,0,2,2,有,有,6800000,76729,坡道機械,18.54,1030000,預售屋、或土地及建物分次登記案件　其主建號建物對應之基地權利範圍,本案於112年8月2日讓渡，其權利契約買賣價格686萬元,有,B4,
安平區,房地(土地+建物)+車位,臺南市安平區永華路二段663號十二樓之6,11.73,其他,,,1090222,土地1建物1車位1,十二層,022,住宅大樓,見其他登記事項,鋼筋混凝土造,1121108,123.56,0,2,2,有,有,7900000,65996,坡道平面,24.31,1350000,預售屋、或土地及建物分次登記案件　其主建號建物對應之基地權利範圍,,有,B4,
安平區,房地(土地+建物)+車位,臺南市安平區永華路二段663號十二樓之8,12.97,其他,,,1100916,土地1建物1車位1,十二層,022,住宅大樓,見其他登記事項,鋼筋混凝土造,1121108,135.6,0,2,2,有,有,10970000,84090,坡道平面,25.96,1750000,預售屋、或土地及建物分次登記案件　其主建號建物對應之基地權利範圍,本案於 112年9月11日讓渡，其權利契約買賣價格不變,有,B2,
安平區,房地(土地+建物)+車位,臺南市安平區建平七街550號十二樓之8,8.76,其他,,,1101031,土地1建物1車位1,十二層,022,住宅大樓,見其他登記事項,鋼筋混凝土造,1121108,92.38,0,2,2,有,有,7080000,83291,坡道機械,18.54,930000,預售屋、或土地及建物分次登記案件　其主建號建物對應之基地權利範圍,,有,B4,
安平區,房地(土地+建物)+車位,臺南市安平區建平七街550號十二樓之11,8.76,其他,,,1091101,土地1建物1車位1,十二層,022,住宅大樓,見其他登記事項,鋼筋混凝土造,1121108,92.49,0,2,2,有,有,5880000,65587,坡道機械,18.54,1030000,預售屋、或土地及建物分次登記案件　其主建號建物對應之基地權利範圍,本案於111年4月29日讓渡，其權利契約買賣價格680萬元,有,B3,
安平區,房地(土地+建物)+車位,臺南市安平區永華路二段651號十三樓之2,8.92,其他,,,1100727,土地1建物1車位1,十三層,022,住宅大樓,見其他登記事項,鋼筋混凝土造,1121108,93.74,0,2,2,有,有,6820000,76995,坡道機械,18.54,1030000,預售屋、或土地及建物分次登記案件　其主建號建物對應之基地權利範圍,,有,B4,
安平區,房地(土地+建物)+車位,臺南市安平區建平七街550號十三樓之3,8.68,其他,,,1100717,土地1建物1車位1,十三層,022,住宅大樓,見其他登記事項,鋼筋混凝土造,1121108,91.86,0,2,2,有,有,6500000,75973,坡道機械,18.54,930000,預售屋、或土地及建物分次登記案件　其主建號建物對應之基地權利範圍,本案於112年4月10日讓渡，其權利契約買賣價格不變,有,B4,
安平區,房地(土地+建物)+車位,臺南市安平區永華路二段663號十四樓之2,8.84,其他,,,1100523,土地1建物1車位1,十四層,022,住宅大樓,見其他登記事項,鋼筋混凝土造,1121108,93.69,0,2,2,有,有,6850000,76115,坡道機械,18.54,1130000,預售屋、或土地及建物分次登記案件　其主建號建物對應之基地權利範圍,本案於111年3月14日讓渡，其權利契約買賣價格698萬元,有,B3,
安平區,房地(土地+建物)+車位,臺南市安平區永華路二段651號十七樓之8,13.14,其他,,,1120806,土地1建物1車位1,十七層,022,住宅大樓,見其他登記事項,鋼筋混凝土造,1121108,137.66,0,2,2,有,有,12800000,97588,坡道平面,28.02,2100000,預售屋、或土地及建物分次登記案件　其主建號建物對應之基地權利範圍,,有,B2,
安平區,房地(土地+建物)+車位,臺南市安平區永華路二段651號十八樓之3,8.92,其他,,,1100714,土地1建物1車位1,十八層,022,住宅大樓,見其他登記事項,鋼筋混凝土造,1121108,94,0,2,2,有,有,6930000,76862,坡道機械,18.54,1130000,預售屋、或土地及建物分次登記案件　其主建號建物對應之基地權利範圍,本案於112年4月21日讓渡，其權利契約買賣價格699萬元,有,B3,
安平區,房地(土地+建物)+車位,臺南市安平區永華路二段663號十八樓之6,12.89,其他,,,1100417,土地1建物1車位2,十八層,022,住宅大樓,見其他登記事項,鋼筋混凝土造,1121108,136.33,0,2,2,有,有,9420000,73148,坡道機械,18.54,2160000,預售屋、或土地及建物分次登記案件　其主建號建物對應之基地權利範圍,,有,B4,
安平區,房地(土地+建物)+車位,臺南市安平區建平七街550號十八樓之3,8.68,其他,,,1100725,土地1建物1車位1,十八層,022,住宅大樓,見其他登記事項,鋼筋混凝土造,1121108,91.86,0,2,2,有,有,6550000,76655,坡道機械,18.54,930000,預售屋、或土地及建物分次登記案件　其主建號建物對應之基地權利範圍,本案於112年8月25日讓渡，其權利契約買賣價格不變,有,B4,
安平區,房地(土地+建物)+車位,臺南市安平區建平七街550號十八樓之8,8.76,其他,,,1101126,土地1建物1車位1,十八層,022,住宅大樓,見其他登記事項,鋼筋混凝土造,1121108,92.38,0,2,2,有,有,7230000,84645,坡道機械,18.54,980000,預售屋、或土地及建物分次登記案件　其主建號建物對應之基地權利範圍,本案於111年9月21日讓渡，其權利契約買賣價格不變,有,B4,
安平區,房地(土地+建物)+車位,臺南市安平區建平七街550號十九樓之7,8.68,其他,,,1091124,土地1建物1車位1,十九層,022,住宅大樓,見其他登記事項,鋼筋混凝土造,1121108,91.88,0,2,2,有,有,6850000,79361,坡道機械,18.54,1030000,預售屋、或土地及建物分次登記案件　其主建號建物對應之基地權利範圍,本案於112年8月26日讓渡，其權利契約買賣價格765萬元,有,B3,
安平區,房地(土地+建物)+車位,臺南市安平區永華路二段651號二十樓之5,9.5,其他,,,1120115,土地1建物1車位1,二十層,022,住宅大樓,見其他登記事項,鋼筋混凝土造,1121108,100.1,0,2,2,有,有,9100000,95760,坡道平面,25.96,2000000,預售屋、或土地及建物分次登記案件　其主建號建物對應之基地權利範圍,,有,B2,
安平區,房地(土地+建物)+車位,臺南市安平區永華路二段663號二十樓之8,12.97,其他,,,1110130,土地1建物1車位1,二十層,022,住宅大樓,見其他登記事項,鋼筋混凝土造,1121108,135.6,0,2,2,有,有,11700000,90292,坡道平面,25.96,1800000,預售屋、或土地及建物分次登記案件　其主建號建物對應之基地權利範圍,,有,B2,
安平區,房地(土地+建物)+車位,臺南市安平區永華路二段651號二十一樓之9,12.97,其他,,,1120916,土地1建物1車位1,二十一層,022,住宅大樓,見其他登記事項,鋼筋混凝土造,1121108,135.62,0,2,2,有,有,12830000,98756,坡道平面,25.96,2000000,預售屋、或土地及建物分次登記案件　其主建號建物對應之基地權利範圍,,有,B2,
安平區,房地(土地+建物)+車位,臺南市安平區永華路二段663號二十一樓之6,11.9,其他,,,1100815,土地1建物1車位1,二十一層,022,住宅大樓,見其他登記事項,鋼筋混凝土造,1121108,125.21,0,2,2,有,有,9400000,77081,坡道平面,25.96,1750000,預售屋、或土地及建物分次登記案件　其主建號建物對應之基地權利範圍,本案於111年7月8日讓渡，其權利契約買賣價格不變,有,B2,
北區,房地(土地+建物),臺南市北區開元路333巷8弄11號,59,其他,,,1121120,土地1建物1車位0,,002,透天厝,住家用,加強磚造,0611209,97.92,6,0,6,有,無,9550000,97529,,,,陽台外推　頂樓加蓋　其他增建,,無,,
安平區,房地(土地+建物)+車位,臺南市安平區永華路二段651號九樓之6,11.98,其他,,,1100710,土地1建物1車位1,九層,022,住宅大樓,見其他登記事項,鋼筋混凝土造,1121108,125.65,0,2,2,有,有,8950000,73229,坡道平面,25.96,1650000,預售屋、或土地及建物分次登記案件　其主建號建物對應之基地權利範圍,1.本案於111年3月4日讓渡，其權利契約買賣價格922萬元　2.本案於112年11月10日讓渡，其權利契約買賣價格不變,有,B3,
安平區,房地(土地+建物),臺南市安平區建平七街453巷75號五樓之1,26.5,其他,,,1110925,土地1建物1車位0,五層,005,華夏,見其他登記事項,見其他登記事項,1120918,75.18,1,1,1,有,無,8950000,119040,,,,預售屋、或土地及建物分次登記案件,,有,,
北區,房地(土地+建物)+車位,臺南市北區北園街8巷28號二樓之7,8.86,其他,,,1121123,土地1建物1車位1,二層,019,住宅大樓,見其他登記事項,鋼筋混凝土造,0961227,113.07,2,2,1,有,有,7100000,68059,坡道平面,24.91,1100000,其他增建,,有,B4,
安平區,土地,上鯤鯓段04400002,202,其他,,,1121112,土地2建物0車位0,,,,,,,,,,,無,無,20000000,99010,,,,未登記建物,本交易含未辦理所有權第一次登記建物。,,,
安平區,房地(土地+建物)+車位,臺南市安平區永華路二段651號六樓之10,12.97,其他,,,1111231,土地1建物1車位1,六層,022,住宅大樓,見其他登記事項,鋼筋混凝土造,1121108,135.39,2,2,2,有,有,12500000,95948,坡道平面,25.96,2000000,預售屋、或土地及建物分次登記案件　其主建號建物對應之基地權利範圍,,有,B2,
安平區,房地(土地+建物)+車位,臺南市安平區永華路二段651號七樓之3,8.92,其他,,,1100714,土地1建物1車位1,七層,022,住宅大樓,見其他登記事項,鋼筋混凝土造,1121108,94,0,2,2,有,有,6680000,73549,坡道機械,18.54,1130000,預售屋、或土地及建物分次登記案件　其主建號建物對應之基地權利範圍,1.本案於111年3月3日讓渡，其權利契約買賣價格689萬元　2.本案於112年9月7日讓渡，其權利契約買賣價格不變,有,B3,
安平區,房地(土地+建物),臺南市安平區州平二街38之2號,92.49,其他,,,1110114,土地2建物1車位0,,004,透天厝,見其他登記事項,鋼筋混凝土造,1120616,234.84,5,2,4,有,有,18100000,77075,,,,陽台外推　其他增建　預售屋、或土地及建物分次登記案件,,無,,
安平區,房地(土地+建物),臺南市安平區育平路212號七樓之37,7.74,其他,,,1121130,土地1建物1車位0,七層,017,住宅大樓,住家用,鋼筋混凝土造,0840729,70.22,2,2,1,有,有,4300000,61237,,,,,,有,,
北區,房地(土地+建物),臺南市北區開元路517號十二樓之7,5.75,其他,,,1121128,土地3建物1車位0,十二層,024,住宅大樓,見其他登記事項,見其他登記事項,1041105,78.6,2,1,1,有,有,7080000,90075,,,,,,有,,
北區,建物,臺南市北區正覺街33巷1號二樓之1,,,,,1121202,土地0建物1車位0,二層,008,華夏,住家用,鋼筋混凝土造,0790820,61.73,2,1,1,有,有,2280000,36935,,,,其他增建,土地為仁愛之家所有,有,,
北區,房地(土地+建物)+車位,臺南市北區文成一路96號十四樓之2,20.29,其他,,,1121202,土地1建物1車位1,十四層,015,住宅大樓,見其他登記事項,見其他登記事項,1120411,115.89,2,2,1,有,有,13380000,123105,坡道平面,19.79,1550000,,,有,B1,
中西區,房地(土地+建物),臺南市中西區民權路二段64巷5之3號,53.59,其他,,,1121021,土地2建物1車位0,,002,透天厝,住家用,加強磚造,0580823,88.48,5,1,4,有,無,9000000,101718,,,,頂樓加蓋,,無,,
北區,房地(土地+建物),臺南市北區開元路519號十三樓之9,7.44,其他,,,1121203,土地3建物1車位0,十三層,024,住宅大樓,見其他登記事項,見其他登記事項,1041105,103.37,2,2,1,有,有,8880000,85901,,,,,,有,,
北區,房地(土地+建物),臺南市北區文賢路520巷55弄8號,48,其他,,,1121114,土地1建物1車位0,,002,透天厝,住商用,加強磚造,0631224,58.2,3,1,3,有,無,6600000,113402,,,,,,無,,
北區,房地(土地+建物),臺南市北區北成路90號,90.1,其他,,,1121125,土地1建物1車位0,,003,透天厝,住商用,鋼筋混凝土造,0831202,209.47,4,3,4,有,無,17800000,84976,,,,陽台外推　頂樓加蓋　其他增建,,無,,
北區,建物,臺南市北區大武街502巷2弄11號,,,,,1121104,土地0建物1車位0,,002,透天厝,住家用,鋼筋混凝土造,0681017,106.26,4,2,2,有,無,4390000,41314,,,,頂樓加蓋　其他增建,土地為向仁愛之家租賃使用,無,,
北區,房地(土地+建物),臺南市北區文賢路596巷3號,44.93,其他,,,1121205,土地1建物1車位0,,,透天厝,,,,,4,2,2,有,無,2800000,178469,,,,親友、員工、共有人或其他特殊關係間之交易,土地價款270萬元整；建物價款10萬元。,,,
中西區,房地(土地+建物),臺南市中西區府前路二段258巷33號二樓之6,5.71,其他,,,1121113,土地4建物1車位0,二層,006,華夏,商業用,鋼筋混凝土造,0790615,26.94,1,0,1,有,有,1820000,67554,,,,(包含)公共設施保留地(用地),,有,,
北區,房地(土地+建物),臺南市北區長榮路四段35號,69,其他,,,1121103,土地1建物1車位0,,004,透天厝,住商用,鋼筋混凝土造,0741219,271.39,4,2,4,有,無,6800000,25056,,,,親友、員工、共有人或其他特殊關係間之交易,,無,,
安平區,房地(土地+建物)+車位,臺南市安平區建平五街184巷8號六樓之8,18.09,其他,,,1121020,土地1建物1車位1,六層,006,華夏,住家用,鋼筋混凝土造,0840630,113.92,3,2,2,有,有,7380000,64780,坡道平面,,,陽台外推　夾層,,有,B1,
中西區,房地(土地+建物),臺南市中西區西門路一段715巷37號,37.3,其他,,,1121116,土地2建物1車位0,,002,透天厝,住家用,見其他登記事項,0570210,56.67,3,1,2,有,無,6800000,119993,,,,頂樓加蓋,,無,,
中西區,房地(土地+建物),臺南市中西區健康路一段150巷18號一樓,30.95,其他,,,1121022,土地1建物1車位0,一層,005,公寓,住家用,鋼筋混凝土造,0740809,102.62,3,2,2,有,無,9250000,90138,,,,,,無,,
